t_s,envelope,normalized_signal
0.0,0.0,0.0
5e-05,2.467399070893439e-06,2.4370212939167253e-06
0.0001,9.869571931442334e-06,9.386520698441976e-06
0.00015,2.2206445525085883e-05,1.978608784188511e-05
0.0002,3.947789809194413e-05,3.193829045858511e-05
0.00025,6.168375916970614e-05,4.36170043979771e-05
0.0003,8.882380959551739e-05,5.2209325332679796e-05
0.00035,0.00012089778150797814,5.488644424420954e-05
0.0004,0.00015790535835003006,4.87954392330253e-05
0.00045,0.00019984617487173173,3.126282945639584e-05
0.0005,0.0002467198171342,1.5107231716980916e-20
0.00055,0.0002985258225135512,-4.669972734560227e-05
0.0006,0.00035526367970539763,-0.00010978251451314587
0.00065,0.0004169328287299545,-0.00018928354327293472
0.0007,0.0004835326609376467,-0.00028421336710088545
0.00075,0.0005550625190149927,-0.0003924884711779883
0.0008,0.0006315216969912663,-0.0005109117851824404
0.00085,0.0007129094402451019,-0.000635206962413863
0.0009,0.0007992249455124889,-0.0007601080924152915
0.00095,0.0008904673608940983,-0.0008795042300356235
0.001,0.0009866357858642205,-0.0009866357858642205
0.00105,0.0010877292712792586,-0.0010743375189665692
0.0011,0.0011937468193873868,-0.001135320691384988
0.00115,0.0013046873838381545,-0.0011624849710260494
0.0012,0.001420549869693033,-0.0011492489859387812
0.00125,0.001541333133436018,-0.0010898871107201183
0.0013,0.0016670359829850656,-0.0009798591658395093
0.00135,0.0017976571777038042,-0.0008161192804661335
0.0014,0.0019331954284137476,-0.0005973902408278053
0.00145,0.0020736493974071735,-0.0003243902341643905
0.0015,0.002219017698460002,-4.0762693825055517e-19
0.00155,0.0023692988968458395,0.00037064000544848556
0.0016,0.002524491509349913,0.0007801107785443841
0.00165,0.0026845940042838357,0.001218780173602609
0.0017,0.002849604801500538,0.001674955677183834
0.00175,0.0030195222724101467,0.0021351246747650277
0.0018,0.0031943447399958025,0.002584279180548825
0.00185,0.0033740704788303155,0.0030063188097091812
0.0019,0.003558697715093151,0.0033845226514640147
0.00195,0.003748224626588137,0.003702077761612666
0.002,0.003942649342761062,0.003942649342761062
0.00205,0.004141969944718549,0.004090975421493998
0.0021,0.004346184465246705,0.004133467056693648
0.00215,0.004555290888830665,0.0040587939015239525
0.0022,0.004769287151674406,0.003858434356758683
0.00225,0.0049881711417212315,0.0035271696400301297
0.0023,0.005211940698674533,0.0030635018785038237
0.00235,0.005440593614019107,0.0024699778137083224
0.0024,0.005674127631042969,0.0017534018662447453
0.00245,0.005912540444859726,0.0009249251015203668
0.0025,0.006155829702431115,1.8846792852946174e-18
0.00255,0.006403993002590425,-0.0010018052194816184
0.0026,0.006657027896065981,-0.0020571347519124763
0.00265,0.006914931885505571,-0.003139313382365593
0.0027,0.007177702425500976,-0.0042189476310533856
0.00275,0.007445336922613011,-0.005264648226198235
0.0028,0.007717832735397334,-0.006243857842679728
0.00285,0.007995187174430152,-0.007123763934524423
0.0029,0.008277397502335138,-0.007872272832561056
0.00295,0.008564460933810414,-0.00845901820780709
0.003,0.00885637463565564,-0.00885637463565564
0.00305,0.009153135726800543,-0.009040445437245697
0.0031,0.009454741278332957,-0.008991993302643334
0.00315,0.009761188313527791,-0.008697282471184519
0.0032,0.01007247380787657,-0.008148802485968687
0.00325,0.010388594689117125,-0.007345845751673283
0.0033,0.010709547837263966,-0.0062949142774645145
0.00335,0.011035330084639083,-0.005009935019916166
0.0034,0.01136593821590326,-0.003512268065729801
0.00345,0.011701368968087711,-0.0018304973947611746
0.0035,0.012041619030626283,-5.161355570842916e-18
0.00355,0.012386685045388313,0.0019377044486971323
0.0036,0.012736563606711437,0.003935814604411282
0.00365,0.013091251261435566,0.005943303702395089
0.0037,0.01345074450893674,0.007906149254706975
0.00375,0.013815039801161721,0.009768708325763494
0.0038,0.014184133542663013,0.011475205086498103
0.00385,0.014558022090634504,0.012971292662033717
0.0039,0.014936701754947102,0.014205647535999686
0.00395,0.015320168798185374,0.015131552097917118
0.004,0.015708419435684462,0.015708419435684462
0.00405,0.016101449835567272,0.015903214269267295
0.0041,0.0164992561187825,0.015691725045790784
0.00415,0.01690183435914261,0.015059644684747197
0.0042,0.01730918058336306,0.014003421250645605
0.00425,0.01772129077110096,0.012530844875624067
0.0043,0.018138160854995145,0.01066134345427479
0.00435,0.018559786720706184,0.008425966848392858
0.0044,0.018986164206957035,0.00586704739794308
0.00445,0.019417289105574054,0.0030375332337620074
0.0045,0.019853157161528467,4.6207188924444994e-17
0.00455,0.02029376407297856,-0.003174644126409029
0.0046,0.020739105491312082,-0.006408736044950181
0.00465,0.021189177021188887,-0.009619685064919203
0.0047,0.021643974220584783,-0.012722008847858202
0.00475,0.02210349260083494,-0.01562952950595704
0.0048,0.022567727626678524,-0.018257675174407892
0.00485,0.023036674716303218,-0.02052582746783137
0.0049,0.02351032924139057,-0.02235965182526898
0.00495,0.023988686527161684,-0.02369334598906926
0.005,0.024471741852423234,-0.024471741852423234
0.00505,0.024959490449614097,-0.02465219770427954
0.0051,0.0254519275048527,-0.024206221505762
0.00515,0.02594904815798399,-0.0231207712052419
0.0052,0.026450847502627828,-0.021399185145246115
0.00525,0.02695732058622735,-0.019061704189141073
0.0053,0.027468462410097594,-0.016145557107805585
0.00535,0.027984267929475115,-0.01270459178214782
0.0054,0.02850473205356774,-0.008808446624656744
0.00545,0.029029849645604677,-0.004541268999508599
0.0055,0.029559615522887273,-7.241847389789428e-17
0.00555,0.030094024456840174,0.00470774261681337
0.0056,0.030633071173062965,0.009466139582373743
0.00565,0.031176750351382176,0.014153948472278991
0.0057,0.0317250566259038,0.0186475204128498
0.00575,0.032277984585066366,0.022823981783135237
0.0058,0.032835528771693934,0.026564500795587854
0.00585,0.03339768368305074,0.02975755405437761
0.0059,0.033964443770894526,0.032302105570649546
0.00595,0.03453580344153212,0.034110610392286696
0.006,0.03511175705587427,0.03511175705587427
0.00605,0.03569229892949133,0.035252867501694915
0.0061,0.03627742333266931,0.034501879854932985
0.00615,0.03686712449046664,0.03284884844907056
0.0062,0.03746139658277098,0.0303069064684814
0.00625,0.03806023374435663,0.026912649374179635
0.0063,0.038663630064942556,0.022725911552265186
0.00635,0.03927157958925076,0.0178289240432854
0.0064,0.03988407631706481,0.01232485738692042
0.00645,0.040501114203289335,0.006335770133925001
0.0065,0.04112268715800943,1.0578306526790315e-16
0.00655,0.041748789046550994,-0.006530949480574586
0.0066,0.042379413689541234,-0.013095959041714502
0.00665,0.0430145548629694,-0.0195281992583135
0.0067,0.043654206298248566,-0.02565929866264361
0.00675,0.044298361682277354,-0.03132367194099258
0.0068,0.04494701465750217,-0.036362898704339
0.00685,0.04560015882197993,-0.040630039014409876
0.0069,0.0462577877294415,-0.0439937704494833
0.00695,0.04691989488935505,-0.046342233124165334
0.007,0.04758647376699021,-0.04758647376699021
0.00705,0.048257517783482584,-0.04766338766080829
0.0071,0.04893302031589858,-0.04653806783343852
0.00715,0.04961297469730097,-0.04420548413968762
0.0072,0.05029737421681446,-0.04069143051383934
0.00725,0.050986212119692176,-0.03605269633685008
0.0073,0.05167948160738206,-0.0303764371349394
0.00735,0.05237717583759416,-0.023778740233455574
0.0074,0.05307928792436811,-0.01640240201795072
0.00745,0.053785810938141054,-0.008413954560863284
0.0075,0.05449673790581605,-1.468600948342466e-16
0.00755,0.05521206181083105,0.008637069353145416
0.0076,0.055931775593227706,0.01728386918387322
0.00765,0.05665587214972173,0.02572122771043186
0.0077,0.057384344333772375,0.03372967131186442
0.00775,0.05811718495565327,0.04109505558561515
0.0078,0.05885438678252336,0.04761419910057753
0.00785,0.0595959425384982,0.05310037361695688
0.0079,0.060341844904721886,0.05738850480190728
0.00795,0.06109208651943915,0.06033994155787942
0.008,0.06184665997806821,0.06184665997806821
0.00805,0.0626055578332736,0.06183477952837896
0.0081,0.06336877259503987,0.06026728410613847
0.00815,0.06413629673074556,0.05714585882437554
0.0082,0.06490812266523716,0.052511774309150605
0.00825,0.06568424278090434,0.046445773487480996
0.0083,0.06646464941775498,0.03906694072654604
0.00835,0.0672493348734905,0.030530559146368194
0.0084,0.06803829140358231,0.021024988311942123
0.00845,0.06883151122134801,0.010767620635822477
0.0085,0.06962898649802818,-5.120564825999824e-17
0.00855,0.07043070936286383,-0.011017790341583449
0.0086,0.0712366719031739,-0.02201334224079299
0.00865,0.07204686616443345,-0.03270859277465915
0.0087,0.07286128415035237,-0.04282678828666806
0.00875,0.07367991782295386,-0.05209956952987813
0.0088,0.07450275910265408,-0.060273998241869915
0.00885,0.0753297998683417,-0.06711934314849638
0.0089,0.07616103195745838,-0.07243344573090416
0.00895,0.0769964471660789,-0.0760484931331856
0.009,0.0778360372489924,-0.0778360372489924
0.00905,0.07867979391978386,-0.07771111509499873
0.0091,0.07952770885091542,-0.07563534572868694
0.00915,0.08037977367380916,-0.07161890275614845
0.0092,0.08123597997892912,-0.06572128835765687
0.00925,0.08209631931586486,-0.05805086409870441
0.0093,0.08296078319341438,-0.04876312487972267
0.00935,0.08382936307966826,-0.03805773443738666
0.0094,0.08470205040209366,-0.026174373032650383
0.00945,0.085578836547619,-0.013387479514092459
0.0095,0.08645971286271908,-2.541717823581746e-16
0.00955,0.08734467065350021,0.013663716827794973
0.0096,0.08823370118578627,0.027265713143008508
0.00965,0.08912679568520487,0.04046271851331062
0.0097,0.09002394533727381,0.05291474742243308
0.00975,0.09092514128748824,0.06429378398472772
0.0098,0.09183037464140803,0.07429233368471706
0.00985,0.09273963646474526,0.08263162114094533
0.0099,0.09365291778345303,0.08906921772800729
0.00995,0.09457020958381324,0.09340589337357086
0.01,0.09549150281252627,0.09549150281252627
0.01005,0.09641678837679984,0.09522973771739406
0.0101,0.09734605714443895,0.09258160198285914
0.01015,0.09827929994393614,0.08756749744271285
0.0102,0.09921650756456168,0.0802678407422608
0.01025,0.10015767075645471,0.07082216817973898
0.0103,0.1011027802307145,0.05942672318538124
0.01035,0.10205182665949203,0.04633055978447658
0.0104,0.10300480067608231,0.03183023391111433
0.01045,0.10396169287501644,0.01626319180958075
0.0105,0.1049224938121548,-5.146214347425762e-17
0.01055,0.10588719400477997,-0.016564406548748297
0.0106,0.10685578393169054,-0.033020253182149316
0.01065,0.10782825403329499,-0.04895300293461801
0.0107,0.1088045947117059,-0.06395373615320006
0.01075,0.10978479633083504,-0.07762957395671674
0.0108,0.11076884921648827,-0.08961388146349501
0.01085,0.11175674365646071,-0.09957598771995346
0.0109,0.11274846990063309,-0.10723016700130485
0.01095,0.11374401816106777,-0.11234364055012813
0.011,0.11474337861210532,-0.11474337861210532
0.01105,0.1157465413904617,-0.1143215093955716
0.0111,0.11675349659532508,-0.11103917373722806
0.01115,0.11776423428845417,-0.10492870106706029
0.0112,0.11877874449427606,-0.09609402286638914
0.01125,0.11979701719998453,-0.08470928322803117
0.0113,0.120819042355639,-0.07101565129274492
0.01135,0.12184480987426399,-0.05531638612548703
0.0114,0.12287430963194806,-0.03797024984836182
0.01145,0.12390753146794425,-0.01938340839964393
0.0115,0.1249444651847702,-3.9791072053983577e-16
0.01155,0.12598510054830875,0.01970841180731409
0.0116,0.1270294272879089,0.039254251817679504
0.01165,0.12807743509648745,0.058145938764813644
0.0117,0.1291291136306304,0.07590018863368354
0.01175,0.1301844525106951,0.09205430917537002
0.0118,0.13124344132091303,0.10617817442886945
0.01185,0.13230606960949204,0.1178855712117775
0.0119,0.13337232688871997,0.12684462058096432
0.01195,0.1344422026350679,0.13278699602658542
0.012,0.13551568628929422,0.13551568628929422
0.01205,0.13659276725654856,0.13491108362891832
0.0121,0.13767343490647665,0.13093521738854155
0.01215,0.13875767857332505,0.12363399689006549
0.0122,0.13984548755604653,0.11313737601949171
0.01225,0.14093685111840554,0.09965740314490382
0.0123,0.1420317584890844,0.08348417299705047
0.01235,0.1431301988617893,0.06497975050908474
0.0124,0.14423216139535733,0.04457018900659682
0.01245,0.145337635213863,0.022735815214893988
0.0125,0.1464466094067262,-3.5959721906702764e-17
0.01255,0.14755907302881927,-0.02308332465109483
0.0126,0.14867501510057535,-0.04594310630502899
0.01265,0.14979442460809683,-0.06800524568602719
0.0127,0.15091729050326363,-0.08870695767375687
0.01275,0.1520436017038428,-0.10751106180081273
0.0128,0.15317334709359748,-0.12391984088401269
0.01285,0.15430651552239677,-0.13748811205522912
0.0129,0.15544309580632576,-0.14783516917969763
0.01295,0.1565830767277958,-0.15465527921855762
0.013,0.15772644703565564,-0.15772644703565564
0.01305,0.15887319544530176,-0.1569172027744172
0.0131,0.16002331063879038,-0.15219121234214533
0.01315,0.16117678126494883,-0.14360956365475108
0.0132,0.16233359593948776,-0.1313306378730417
0.01325,0.1634937432451133,-0.1156075345301928
0.0133,0.16465721173163994,-0.09678308073945809
0.01335,0.16582398991610342,-0.0752825160508172
0.0134,0.16699406628287417,-0.05160400444118534
0.01345,0.1681674292837707,-0.02630718183719824
0.0135,0.16934406733817403,-5.807874967554117e-16
0.01355,0.17052396883314147,0.026675825840949057
0.0136,0.17170712212352174,0.05306041879138129
0.01365,0.17289351553206944,0.07849201351813118
0.0137,0.1740831373495606,0.10232350080687676
0.01375,0.17527597583490812,0.12393883109195221
0.0138,0.17647201921527778,0.14276886257682145
0.01385,0.1776712556862043,0.15830624797714732
0.0139,0.1788736734117078,0.17011897269185527
0.01395,0.1800792605244108,0.17786218600295473
0.014,0.18128800512565507,0.18128800512565507
0.01405,0.18249989528561966,0.18025301873344032
0.0141,0.18371491904343773,0.17472327089689846
0.01415,0.18493306440731538,0.16477656692506618
0.0142,0.18615431935464977,0.15060200793421344
0.01425,0.1873786718321474,0.13249672950224073
0.0143,0.18860610975594372,0.1108598898067998
0.01435,0.18983662101172194,0.08618402244197904
0.0144,0.19107019345483278,0.059043936896053785
0.01445,0.19230681491041424,0.03008341371410286
0.0145,0.19354647317351176,-1.198015191743718e-19
0.01455,0.19478915600919877,-0.03047173741593589
0.0146,0.19603485115269725,-0.060578100495945704
0.01465,0.19728354630949924,-0.08956485577943879
0.0147,0.1985352291554876,-0.11669607975810167
0.01475,0.19978988733705794,-0.14127278414852862
0.0148,0.20104750847124053,-0.1626508510299746
0.01485,0.20230808014582252,-0.180257819305951
0.0149,0.20357158991947033,-0.19360808712547659
0.01495,0.20483802532185263,-0.20231612932092524
0.015,0.20610737385376338,-0.20610737385376338
0.01505,0.20737962298724488,-0.20482643570151732
0.0151,0.208654760165712,-0.19844246931160306
0.01515,0.20993277280407535,-0.18705147020938576
0.0152,0.21121364828886613,-0.17087543090962595
0.01525,0.21249737397836066,-0.15025833412443385
0.0153,0.2137839372027045,-0.12565904546477114
0.01535,0.2150733252640381,-0.0976412464172666
0.0154,0.21636552543662174,-0.06686062435678221
0.01545,0.21766052496696148,-0.03404960778358341
0.0155,0.21895831107393465,-8.045753153649884e-16
0.01555,0.22025887094891644,0.03445607864725839
0.0156,0.2215621917559059,0.0684664825635339
0.01565,0.22286826063165294,0.10118007302024747
0.0157,0.22417706468578485,0.1317679725245188
0.01575,0.22548859100093416,0.15944451177695945
0.0158,0.22680282663286544,0.1834873411182633
0.01585,0.22811975861060368,0.20325619321832303
0.0159,0.2294393739365621,0.21820981167704756
0.01595,0.23076165958666983,0.22792060063013764
0.016,0.23208660251050173,0.23208660251050173
0.01605,0.23341418963140564,0.23054047362840213
0.0161,0.23474440784663292,0.22325519874638797
0.01615,0.23607724402746677,0.21034636464088222
0.0162,0.23741268501935203,0.19207089686084305
0.01625,0.23875071764202555,0.16882225145783172
0.0163,0.24009132868964517,0.14112214220708028
0.01635,0.2414345049309214,0.10960897154795969
0.0164,0.2427802331092468,0.075023217929069
0.01645,0.24412849994282748,0.038190111289632234
0.0165,0.24547929212481429,5.99731389430137e-17
0.01655,0.24683259632343368,-0.038613125160346026
0.0166,0.24818839918211955,-0.07669443315398693
0.01665,0.24954668731964502,-0.1132918252845946
0.0167,0.2509074473302545,-0.14747969723107326
0.01675,0.2522706657837962,-0.17838229847016693
0.0168,0.2536363292258541,-0.20519610073459374
0.01685,0.2550044241778816,-0.22721060563939036
0.0169,0.2563749371373338,-0.24382705457922108
0.01695,0.25774785457780097,-0.2545745507799048
0.017,0.25912316294914234,-0.25912316294914234
0.01705,0.26050084867761936,-0.2572936509540231
0.0171,0.26188089816603044,-0.24906353469403109
0.01715,0.26326329779384383,-0.2345693159136612
0.0172,0.2646480339173337,-0.2141047569670408
0.01725,0.2660350928697133,-0.1881152182017674
0.0173,0.26742446096127076,-0.15718815425530078
0.01735,0.2688161244795041,-0.12203996669049814
0.0174,0.2702100696892559,-0.08349950358522225
0.01745,0.27160628283285027,-0.04248858355652386
0.0175,0.2730047501302266,-1.0700390435308433e-15
0.01755,0.27440545777907743,0.04292647099178689
0.0176,0.27580839195498386,0.08522948030531598
0.01765,0.27721353881155175,0.12585231301962255
0.0177,0.27862088448054917,0.1637692468783499
0.01775,0.2800304150720424,0.19801140543592205
0.0178,0.2814421166745335,0.22769145532255342
0.01785,0.28285597535509766,0.25202651944705556
0.0179,0.28427197715952046,0.27035871627766805
0.01795,0.2856901081124358,0.28217278880601704
0.018,0.28711035421746356,0.28711035421746356
0.01805,0.2885327014573483,0.284980385109841
0.0181,0.2899571357940969,0.2757656234432546
0.01815,0.2913836431691173,0.25962472710545975
0.0182,0.29281220950335785,0.23689005364869498
0.01825,0.29424282069744545,0.2080610938306236
0.0183,0.2956754626318254,0.17379367639974216
