t_sobre_T,phi_rad,p_A,p_B,p_suma
0.0,0.0,0.0,0.0,0.0
0.0016666666666666668,0.0,0.010471784116245794,0.010471784116245794,0.020943568232491588
0.0033333333333333335,0.0,0.02094241988335696,0.02094241988335696,0.04188483976671392
0.005,0.0,0.03141075907812829,0.03141075907812829,0.06282151815625658
0.006666666666666667,0.0,0.04187565372919963,0.04187565372919963,0.08375130745839926
0.008333333333333333,0.0,0.05233595624294383,0.05233595624294383,0.10467191248588766
0.01,0.0,0.06279051952931337,0.06279051952931337,0.12558103905862675
0.011666666666666667,0.0,0.07323819712763169,0.07323819712763169,0.14647639425526338
0.013333333333333334,0.0,0.0836778433323155,0.0836778433323155,0.167355686664631
0.015000000000000001,0.0,0.09410831331851433,0.09410831331851433,0.18821662663702865
0.016666666666666666,0.0,0.10452846326765346,0.10452846326765346,0.20905692653530691
0.018333333333333333,0.0,0.1149371504928666,0.1149371504928666,0.2298743009857332
0.02,0.0,0.12533323356430426,0.12533323356430426,0.2506664671286085
0.021666666666666667,0.0,0.13571557243430438,0.13571557243430438,0.27143114486860875
0.023333333333333334,0.0,0.14608302856241162,0.14608302856241162,0.29216605712482324
0.025,0.0,0.15643446504023087,0.15643446504023087,0.31286893008046174
0.02666666666666667,0.0,0.16676874671610228,0.16676874671610228,0.33353749343220457
0.028333333333333335,0.0,0.1770847403195833,0.1770847403195833,0.3541694806391666
0.030000000000000002,0.0,0.18738131458572463,0.18738131458572463,0.37476262917144926
0.03166666666666667,0.0,0.19765734037912616,0.19765734037912616,0.3953146807582523
0.03333333333333333,0.0,0.20791169081775931,0.20791169081775931,0.41582338163551863
0.035,0.0,0.21814324139654256,0.21814324139654256,0.43628648279308513
0.03666666666666667,0.0,0.22835087011065572,0.22835087011065572,0.45670174022131144
0.03833333333333334,0.0,0.2385334575785809,0.2385334575785809,0.4770669151571618
0.04,0.0,0.2486898871648548,0.2486898871648548,0.4973797743297096
0.04166666666666667,0.0,0.2588190451025208,0.2588190451025208,0.5176380902050416
0.043333333333333335,0.0,0.2689198206152657,0.2689198206152657,0.5378396412305314
0.045000000000000005,0.0,0.2789911060392293,0.2789911060392293,0.5579822120784586
0.04666666666666667,0.0,0.2890317969444716,0.2890317969444716,0.5780635938889432
0.04833333333333334,0.0,0.2990407922560867,0.2990407922560867,0.5980815845121734
0.05,0.0,0.3090169943749474,0.3090169943749474,0.6180339887498948
0.05166666666666667,0.0,0.31895930929807,0.31895930929807,0.63791861859614
0.05333333333333334,0.0,0.32886664673858323,0.32886664673858323,0.6577332934771665
0.055,0.0,0.33873792024529137,0.33873792024529137,0.6774758404905827
0.05666666666666667,0.0,0.3485720473218152,0.3485720473218152,0.6971440946436304
0.058333333333333334,0.0,0.35836794954530027,0.35836794954530027,0.7167358990906005
0.060000000000000005,0.0,0.368124552684678,0.368124552684678,0.736249105369356
0.06166666666666667,0.0,0.3778407868184671,0.3778407868184671,0.7556815736369342
0.06333333333333334,0.0,0.387515586452103,0.387515586452103,0.775031172904206
0.065,0.0,0.3971478906347806,0.3971478906347806,0.7942957812695612
0.06666666666666667,0.0,0.40673664307580015,0.40673664307580015,0.8134732861516003
0.06833333333333334,0.0,0.4162807922604012,0.4162807922604012,0.8325615845208024
0.07,0.0,0.4257792915650727,0.4257792915650727,0.8515585831301454
0.07166666666666667,0.0,0.4352310993723275,0.4352310993723275,0.870462198744655
0.07333333333333333,0.0,0.44463517918492745,0.44463517918492745,0.8892703583698549
0.07500000000000001,0.0,0.4539904997395468,0.4539904997395468,0.9079809994790936
0.07666666666666667,0.0,0.4632960351198618,0.4632960351198618,0.9265920702397236
0.07833333333333334,0.0,0.472550764869054,0.472550764869054,0.945101529738108
0.08,0.0,0.4817536741017153,0.4817536741017153,0.9635073482034306
0.08166666666666667,0.0,0.49090375361514077,0.49090375361514077,0.9818075072302815
0.08333333333333334,0.0,0.5,0.5,1.0
0.085,0.0,0.5090414157503713,0.5090414157503713,1.0180828315007426
0.08666666666666667,0.0,0.5180270093731302,0.5180270093731302,1.0360540187462604
0.08833333333333333,0.0,0.5269557954966776,0.5269557954966776,1.0539115909933552
0.09000000000000001,0.0,0.5358267949789967,0.5358267949789967,1.0716535899579933
0.09166666666666667,0.0,0.5446390350150271,0.5446390350150271,1.0892780700300542
0.09333333333333334,0.0,0.5533915492433441,0.5533915492433441,1.1067830984866882
0.095,0.0,0.5620833778521306,0.5620833778521306,1.1241667557042612
0.09666666666666668,0.0,0.5707135676844317,0.5707135676844317,1.1414271353688634
0.09833333333333334,0.0,0.5792811723426788,0.5792811723426788,1.1585623446853577
0.1,0.0,0.5877852522924731,0.5877852522924731,1.1755705045849463
0.10166666666666667,0.0,0.5962248749656158,0.5962248749656158,1.1924497499312317
0.10333333333333335,0.0,0.6045991148623748,0.6045991148623748,1.2091982297247497
0.10500000000000001,0.0,0.6129070536529765,0.6129070536529765,1.225814107305953
0.10666666666666667,0.0,0.6211477802783104,0.6211477802783104,1.2422955605566208
0.10833333333333334,0.0,0.6293203910498375,0.6293203910498375,1.258640782099675
0.11,0.0,0.6374239897486896,0.6374239897486896,1.2748479794973793
0.11166666666666668,0.0,0.6454576877239506,0.6454576877239506,1.2909153754479012
0.11333333333333334,0.0,0.6534206039901054,0.6534206039901054,1.3068412079802108
0.115,0.0,0.6613118653236518,0.6613118653236518,1.3226237306473037
0.11666666666666667,0.0,0.6691306063588582,0.6691306063588582,1.3382612127177165
0.11833333333333335,0.0,0.6768759696826607,0.6768759696826607,1.3537519393653215
0.12000000000000001,0.0,0.6845471059286887,0.6845471059286887,1.3690942118573775
0.12166666666666667,0.0,0.6921431738704068,0.6921431738704068,1.3842863477408136
0.12333333333333334,0.0,0.6996633405133653,0.6996633405133653,1.3993266810267306
0.125,0.0,0.7071067811865476,0.7071067811865476,1.4142135623730951
0.12666666666666668,0.0,0.7144726796328034,0.7144726796328034,1.4289453592656067
0.12833333333333335,0.0,0.7217602280983623,0.7217602280983623,1.4435204561967245
0.13,0.0,0.7289686274214116,0.7289686274214116,1.457937254842823
0.13166666666666668,0.0,0.7360970871197343,0.7360970871197343,1.4721941742394686
0.13333333333333333,0.0,0.7431448254773941,0.7431448254773941,1.4862896509547883
0.135,0.0,0.7501110696304596,0.7501110696304596,1.5002221392609192
0.1366666666666667,0.0,0.7569950556517565,0.7569950556517565,1.513990111303513
0.13833333333333334,0.0,0.7637960286346421,0.7637960286346421,1.5275920572692843
0.14,0.0,0.7705132427757893,0.7705132427757893,1.5410264855515785
0.14166666666666666,0.0,0.7771459614569708,0.7771459614569708,1.5542919229139416
0.14333333333333334,0.0,0.7836934573258398,0.7836934573258398,1.5673869146516797
0.14500000000000002,0.0,0.7901550123756904,0.7901550123756904,1.5803100247513808
0.14666666666666667,0.0,0.7965299180241963,0.7965299180241963,1.5930598360483925
0.14833333333333334,0.0,0.8028174751911146,0.8028174751911146,1.6056349503822291
0.15000000000000002,0.0,0.8090169943749475,0.8090169943749475,1.618033988749895
0.15166666666666667,0.0,0.8151277957285542,0.8151277957285542,1.6302555914571084
0.15333333333333335,0.0,0.8211492091337041,0.8211492091337041,1.6422984182674083
0.155,0.0,0.8270805742745618,0.8270805742745618,1.6541611485491237
0.15666666666666668,0.0,0.8329212407100995,0.8329212407100995,1.665842481420199
0.15833333333333335,0.0,0.838670567945424,0.838670567945424,1.677341135890848
0.16,0.0,0.8443279255020151,0.8443279255020151,1.6886558510040302
0.16166666666666668,0.0,0.849892692986864,0.849892692986864,1.699785385973728
0.16333333333333333,0.0,0.8553642601605066,0.8553642601605066,1.7107285203210132
0.165,0.0,0.8607420270039436,0.8607420270039436,1.7214840540078873
0.16666666666666669,0.0,0.8660254037844387,0.8660254037844387,1.7320508075688774
0.16833333333333333,0.0,0.8712138111201894,0.8712138111201894,1.7424276222403787
0.17,0.0,0.8763066800438637,0.8763066800438637,1.7526133600877274
0.1716666666666667,0.0,0.8813034520649923,0.8813034520649923,1.7626069041299846
0.17333333333333334,0.0,0.8862035792312147,0.8862035792312147,1.7724071584624295
0.17500000000000002,0.0,0.8910065241883678,0.8910065241883678,1.7820130483767356
0.17666666666666667,0.0,0.8957117602394129,0.8957117602394129,1.7914235204788258
0.17833333333333334,0.0,0.9003187714021935,0.9003187714021935,1.800637542804387
0.18000000000000002,0.0,0.9048270524660196,0.9048270524660196,1.8096541049320392
0.18166666666666667,0.0,0.9092361090470685,0.9092361090470685,1.818472218094137
0.18333333333333335,0.0,0.9135454576426009,0.9135454576426009,1.8270909152852017
0.18500000000000003,0.0,0.9177546256839811,0.9177546256839811,1.8355092513679623
0.18666666666666668,0.0,0.9218631515885005,0.9218631515885005,1.843726303177001
0.18833333333333335,0.0,0.9258705848099947,0.9258705848099947,1.8517411696199895
0.19,0.0,0.9297764858882513,0.9297764858882513,1.8595529717765027
0.19166666666666668,0.0,0.9335804264972017,0.9335804264972017,1.8671608529944035
0.19333333333333336,0.0,0.9372819894918916,0.9372819894918916,1.8745639789837831
0.195,0.0,0.9408807689542255,0.9408807689542255,1.881761537908451
0.19666666666666668,0.0,0.9443763702374811,0.9443763702374811,1.8887527404749622
0.19833333333333333,0.0,0.9477684100095857,0.9477684100095857,1.8955368200191713
0.2,0.0,0.9510565162951535,0.9510565162951535,1.902113032590307
0.2016666666666667,0.0,0.9542403285162769,0.9542403285162769,1.9084806570325539
0.20333333333333334,0.0,0.9573194975320672,0.9573194975320672,1.9146389950641345
0.20500000000000002,0.0,0.9602936856769431,0.9602936856769431,1.9205873713538861
0.2066666666666667,0.0,0.9631625667976582,0.9631625667976582,1.9263251335953164
0.20833333333333334,0.0,0.9659258262890683,0.9659258262890683,1.9318516525781366
0.21000000000000002,0.0,0.9685831611286311,0.9685831611286311,1.9371663222572622
0.21166666666666667,0.0,0.9711342799096361,0.9711342799096361,1.9422685598192722
0.21333333333333335,0.0,0.9735789028731603,0.9735789028731603,1.9471578057463206
0.21500000000000002,0.0,0.9759167619387474,0.9759167619387474,1.9518335238774949
0.21666666666666667,0.0,0.9781476007338057,0.9781476007338057,1.9562952014676114
0.21833333333333335,0.0,0.9802711746217219,0.9802711746217219,1.9605423492434437
0.22,0.0,0.9822872507286886,0.9822872507286886,1.9645745014573772
0.22166666666666668,0.0,0.9841956079692419,0.9841956079692419,1.9683912159384838
0.22333333333333336,0.0,0.985996037070505,0.985996037070505,1.97199207414101
0.225,0.0,0.9876883405951378,0.9876883405951378,1.9753766811902755
0.22666666666666668,0.0,0.9892723329629883,0.9892723329629883,1.9785446659259767
0.22833333333333336,0.0,0.9907478404714436,0.9907478404714436,1.9814956809428872
0.23,0.0,0.9921147013144779,0.9921147013144779,1.9842294026289558
0.2316666666666667,0.0,0.9933727656003964,0.9933727656003964,1.986745531200793
0.23333333333333334,0.0,0.9945218953682733,0.9945218953682733,1.9890437907365466
0.23500000000000001,0.0,0.99556196460308,0.99556196460308,1.99112392920616
0.2366666666666667,0.0,0.9964928592495044,0.9964928592495044,1.9929857184990087
0.23833333333333334,0.0,0.9973144772244581,0.9973144772244581,1.9946289544489162
0.24000000000000002,0.0,0.9980267284282716,0.9980267284282716,1.9960534568565431
0.24166666666666667,0.0,0.9986295347545738,0.9986295347545738,1.9972590695091477
0.24333333333333335,0.0,0.9991228300988584,0.9991228300988584,1.9982456601977168
0.24500000000000002,0.0,0.9995065603657316,0.9995065603657316,1.9990131207314632
0.24666666666666667,0.0,0.9997806834748455,0.9997806834748455,1.999561366949691
0.24833333333333335,0.0,0.9999451693655121,0.9999451693655121,1.9998903387310243
0.25,0.0,1.0,1.0,2.0
0.2516666666666667,0.0,0.9999451693655121,0.9999451693655121,1.9998903387310243
0.25333333333333335,0.0,0.9997806834748455,0.9997806834748455,1.999561366949691
0.255,0.0,0.9995065603657316,0.9995065603657316,1.9990131207314632
0.2566666666666667,0.0,0.9991228300988584,0.9991228300988584,1.9982456601977168
0.25833333333333336,0.0,0.9986295347545738,0.9986295347545738,1.9972590695091477
0.26,0.0,0.9980267284282716,0.9980267284282716,1.9960534568565431
