"asset_id","unit","slide_id","type","title","description","pedagogical_purpose","source_url","creator","organization","license","access_date","local_path","status","credit_text","notes"
"U02-DG001","02","U02-002;U02-006","diagram","Membrana de apertura y mapa de la unidad","Dos estados de una membrana y recorrido sistema–leyes–respuesta–energía–aplicación.","Convertir el fenómeno inicial en pregunta y orientación conceptual.","","Equipo docente","UCASAL","Elaboración propia","2026-07-29","units/unit_02/assets/generated/diagrams","implemented_as_validated_variants","Elaboración propia a partir del libro del curso.","Formas nativas de PowerPoint; familia U02-DG-001; ver variantes por slide con sufijo -Snnn."
"U02-DG002","02","U02-008–U02-013","diagram","Sistema, interacción, eje y fuerza neta","Frontera de sistema, fuerzas ancladas, eje positivo, resultante y equilibrio.","Preparar la primera ley sin mezclar fuerzas de cuerpos diferentes.","","Equipo docente","UCASAL","Elaboración propia","2026-07-29","units/unit_02/assets/generated/diagrams","implemented_as_validated_variants","Elaboración propia a partir del capítulo 2.","Formas nativas editables; familia U02-DG-002; ver variantes por slide con sufijo -Snnn."
"U02-DG003","02","U02-016;U02-017;U02-019;U02-020","mixed","Segunda ley y proporcionalidad","Cadena fuerza neta–aceleración, ecuación anotada y diagramas de cuerpo libre.","Interpretar la segunda ley antes de calcular.","","Equipo docente","UCASAL","Elaboración propia","2026-07-29","units/unit_02/assets/generated/diagrams","implemented_as_validated_variants","Elaboración propia a partir del capítulo 2.","Formas y ecuaciones editables; familia U02-DG-003; ver variantes por slide con sufijo -Snnn."
"U02-DG004","02","U02-021;U02-022;U02-093","diagram","Tercera ley en dos cuerpos","Par de fuerzas mostrado sobre dos cuerpos y dos diagramas de cuerpo libre.","Evitar que acción y reacción se cancelen dentro de un solo sistema.","","Equipo docente","UCASAL","Elaboración propia","2026-07-29","units/unit_02/assets/generated/diagrams","implemented_as_validated_variants","Elaboración propia a partir del capítulo 2.","Formas nativas; familia U02-DG-004; ver variantes por slide con sufijo -Snnn."
"U02-DG005","02","U02-025;U02-027–U02-032","mixed","De diferencia de presión a fuerza","Presiones opuestas, superficie, diferencia de presión, ecuaciones y cadena causal.","Distinguir Pa de N y vincular presión con movimiento.","","Equipo docente","UCASAL","Elaboración propia","2026-07-29","units/unit_02/assets/generated/diagrams","implemented_as_validated_variants","Elaboración propia a partir de la figura 2.1 del libro.","Formas y ecuaciones editables; familia U02-DG-005; ver variantes por slide con sufijo -Snnn."
"U02-DG006","02","U02-035–U02-046","mixed","Modelo masa–resorte–amortiguador","Construcción por capas del modelo, fuerzas, signos y balance instantáneo.","Asignar una función física a masa, elasticidad y amortiguamiento.","","Equipo docente","UCASAL","Elaboración propia","2026-07-29","units/unit_02/assets/generated/diagrams","implemented_as_validated_variants","Elaboración propia a partir de la figura 2.2 del libro.","Familia prioritaria U02-DG-006; formas nativas y SVG de respaldo; ver variantes por slide con sufijo -Snnn."
"U02-DG007","02","U02-048–U02-057","mixed","Trabajo y rutas de energía","Fuerza y desplazamiento, ecuaciones y rutas entrada–almacenamiento–salida–disipación.","Explicar conservación sin sugerir desaparición de energía.","","Equipo docente","UCASAL","Elaboración propia","2026-07-29","units/unit_02/assets/generated/diagrams","implemented_as_validated_variants","Elaboración propia a partir de las secciones 2.6 y figura 2.4.","Familia U02-DG-007; no usar anchos tipo Sankey; ver variantes por slide con sufijo -Snnn."
"U02-DG008","02","U02-059;U02-061–U02-066","mixed","Estado, transferencias y primera ley","Frontera termodinámica, temperatura, energía interna, calor, trabajo y signos.","Separar magnitudes de estado de transferencias.","","Equipo docente","UCASAL","Elaboración propia","2026-07-29","units/unit_02/assets/generated/diagrams","implemented_as_validated_variants","Elaboración propia a partir de la sección 2.7.","Familia prioritaria U02-DG-008; U02-061 se incorpora en la planificación visual detallada; ver variantes por slide con sufijo -Snnn."
"U02-DG009","02","U02-071;U02-073;U02-105","mixed","Entropía e irreversibilidad","Desigualdad anotada y puente energía mecánica–energía interna–entropía.","Compatibilizar conservación e irreversibilidad sin metáfora de desorden.","","Equipo docente","UCASAL","Elaboración propia","2026-07-29","units/unit_02/assets/generated/diagrams","implemented_as_validated_variants","Elaboración propia a partir de la sección 2.7.3.","Familia U02-DG-009; ver variantes por slide con sufijo -Snnn."
"U02-DG010","02","U02-078;U02-079;U02-082;U02-101–U02-103","mixed","Propagación y temperatura","Partícula local, frente de perturbación, ecuaciones de velocidad y control dimensional.","Relacionar estado del aire con propagación sin inferir pitch.","","Equipo docente","UCASAL","Elaboración propia","2026-07-29","units/unit_02/assets/generated/diagrams","implemented_as_validated_variants","Elaboración propia a partir de la sección 2.7.4.","Familia U02-DG-010; coordinar con U02-CH004/U02-CH005; ver variantes por slide con sufijo -Snnn."
"U02-DG011","02","U02-084;U02-086;U02-087","mixed","Aplicaciones auditivas","Mapa de aplicaciones, ruta pasiva del oído medio y fuerzas de contacto del vibrador.","Transferir los modelos sin confundirlos con anatomía o diagnóstico.","","Equipo docente","UCASAL","Elaboración propia","2026-07-29","units/unit_02/assets/generated/diagrams","implemented_as_validated_variants","Elaboración propia; anatomía contrastada con NIH/NIDCD.","Familia U02-DG-011; apoyo opcional U02-IMG002/U02-IMG003; ver variantes por slide con sufijo -Snnn."
