t_over_T,y1_0,y2_0,yR_0,y1_1,y2_1,yR_1,y1_2,y2_2,yR_2,y1_3,y2_3,yR_3,y1_4,y2_4,yR_4
0.0,1.0,1.0,2.0,1.0,0.5000000000000001,1.5,1.0,6.123233995736766e-17,1.0,1.0,-0.4999999999999998,0.5000000000000002,1.0,-1.0,0.0
0.0015,0.9999555871089498,0.9999555871089498,1.9999111742178997,0.9999555871089498,0.49181581724988904,1.4917714043588388,0.9999555871089498,-0.009424638433144025,0.9905309486758058,0.9999555871089498,-0.5081397698590605,0.4918158172498893,0.9999555871089498,-0.9999555871089498,0.0
0.003,0.999822352380809,0.999822352380809,1.999644704761618,0.999822352380809,0.48358794857516163,1.4834103009559705,0.999822352380809,-0.018848439715408054,0.9809739126654009,0.999822352380809,-0.5162344038056474,0.4835879485751615,0.999822352380809,-0.999822352380809,0.0
0.0045000000000000005,0.9996003076502565,0.9996003076502565,1.999200615300513,0.9996003076502565,0.4753171248226875,1.4749174324729442,0.9996003076502565,-0.028270566770273207,0.9713297408799834,0.9996003076502565,-0.5242831828275689,0.4753171248226876,0.9996003076502565,-0.9996003076502565,0.0
0.006,0.9992894726405892,0.9992894726405892,1.9985789452811784,0.9992894726405892,0.4670040806548553,1.4662935532954444,0.9992894726405892,-0.037690182669934576,0.9615992899706546,0.9992894726405892,-0.5322853919857337,0.46700408065485555,0.9992894726405892,-0.9992894726405892,0.0
0.0075,0.99888987496197,0.99888987496197,1.99777974992394,0.99888987496197,0.4586495544843151,1.4575394294462851,0.99888987496197,-0.047106450709642554,0.9517834242523274,0.99888987496197,-0.540240320477655,0.458649554484315,0.99888987496197,-0.99888987496197,0.0
0.009000000000000001,0.998401550108975,0.998401550108975,1.99680310021795,0.998401550108975,0.4502542884083876,1.4486558385173627,0.998401550108975,-0.0565185344820245,0.9418830156269505,0.998401550108975,-0.5481472617005874,0.45025428840838766,0.998401550108975,-0.998401550108975,0.0
0.0105,0.9978245414574415,0.9978245414574415,1.995649082914883,0.9978245414574415,0.44181902814314816,1.4396435696005896,0.9978245414574415,-0.06592559795137769,0.9318989435060638,0.9978245414574415,-0.556005513314293,0.44181902814314844,0.9978245414574415,-0.9978245414574415,0.0
0.012,0.9971589002606139,0.9971589002606139,1.9943178005212279,0.9971589002606139,0.4333445229571873,1.430503423217801,0.9971589002606139,-0.07532680552793262,0.9218320947326814,0.9971589002606139,-0.5638143773034268,0.4333445229571872,0.9971589002606139,-0.9971589002606139,0.0
0.0135,0.9964046856445924,0.9964046856445924,1.9928093712891848,0.9964046856445924,0.4248315256050556,1.421236211249648,0.9964046856445924,-0.08472132214207344,0.911683363502519,0.9964046856445924,-0.5715731600395367,0.42483152560505566,0.9964046856445924,-0.9964046856445924,0.0
0.015,0.99556196460308,0.99556196460308,1.99112392920616,0.99556196460308,0.4162807922604014,1.4118427568634813,0.99556196460308,-0.09410831331851416,0.9014536512845659,0.99556196460308,-0.5792811723426786,0.4162807922604014,0.99556196460308,-0.99556196460308,0.0
0.0165,0.9946308119914323,0.9946308119914323,1.9892616239828647,0.9946308119914323,0.40769308244880104,1.4023238944402334,0.9946308119914323,-0.10348694525042246,0.8911438667410099,0.9946308119914323,-0.5869377295426315,0.40769308244880087,0.9946308119914323,-0.9946308119914323,0.0
0.018000000000000002,0.9936113105200084,0.9936113105200084,1.9872226210400168,0.9936113105200084,0.39906915898029527,1.3926804695003037,0.9936113105200084,-0.1128563848734817,0.8807549256465267,0.9936113105200084,-0.5945421515397131,0.39906915898029527,0.9936113105200084,-0.9936113105200084,0.0
0.0195,0.9925035507468237,0.9925035507468237,1.9850071014936475,0.9925035507468237,0.3904097878816311,1.382913338628455,0.9925035507468237,-0.1222157999398893,0.8702877508069344,0.9925035507468237,-0.6020937628651926,0.39040978788163117,0.9925035507468237,-0.9925035507468237,0.0
0.021,0.9913076310695066,0.9913076310695066,1.9826152621390132,0.9913076310695066,0.38171573832821853,1.3730233693977252,0.9913076310695066,-0.13156435909228245,0.8597432719772241,0.9913076310695066,-0.6095918927412881,0.3817157383282185,0.9913076310695066,-0.9913076310695066,0.0
0.0225,0.9900236577165575,0.9900236577165575,1.980047315433115,0.9900236577165575,0.37298778257580895,1.3630114402923665,0.9900236577165575,-0.1409012319375827,0.8491224257789749,0.9900236577165575,-0.6170358751407485,0.372987782575809,0.9900236577165575,-0.9900236577165575,0.0
0.024,0.9886517447379141,0.9886517447379141,1.9773034894758281,0.9886517447379141,0.3642266958918984,1.3528784406298124,0.9886517447379141,-0.15022558912075692,0.8384261556171572,0.9886517447379141,-0.6244250488460156,0.3642266958918985,0.9886517447379141,-0.9886517447379141,0.0
0.025500000000000002,0.9871920139948192,0.9871920139948192,1.9743840279896383,0.9871920139948192,0.35543325648686314,1.3426252704816823,0.9871920139948192,-0.15953660239848627,0.8276554115963328,0.9871920139948192,-0.6317587575079558,0.3554332564868633,0.9871920139948192,-0.9871920139948193,-1.1102230246251565e-16
0.027,0.985644595148998,0.985644595148998,1.971289190297996,0.985644595148998,0.3466082454448362,1.3322528405938343,0.985644595148998,-0.1688334447127339,0.8168111504362642,0.985644595148998,-0.639036349704162,0.34660824544483604,0.985644595148998,-0.985644595148998,0.0
0.0285,0.9840096256511397,0.9840096256511397,1.9680192513022794,0.9840096256511397,0.33775244665432497,1.3217620723054646,0.9840096256511397,-0.17811529026421002,0.8058943353869297,0.9840096256511397,-0.6462571789968148,0.3377524466543249,0.9840096256511397,-0.9840096256511398,-1.1102230246251565e-16
0.03,0.9822872507286887,0.9822872507286887,1.9645745014573774,0.9822872507286887,0.3288666467385833,1.311153897467272,0.9822872507286887,-0.1873813145857246,0.7949059361429641,0.9822872507286887,-0.6534206039901052,0.32886664673858357,0.9822872507286887,-0.9822872507286887,0.0
0.0315,0.9804776233729444,0.9804776233729444,1.9609552467458888,0.9804776233729444,0.3199516349857386,1.300429258358683,0.9804776233729444,-0.1966306946154201,0.7838469287575243,0.9804776233729444,-0.6605259883872059,0.31995163498573853,0.9804776233729444,-0.9804776233729444,0.0
0.033,0.9785809043254721,0.9785809043254721,1.9571618086509441,0.9785809043254721,0.3110082032786818,1.289589107604154,0.9785809043254721,-0.20586260876988124,0.7727182955555908,0.9785809043254721,-0.6675727010467902,0.31100820327868184,0.9785809043254721,-0.9785809043254722,-1.1102230246251565e-16
0.0345,0.9765972620638246,0.9765972620638246,1.9531945241276492,0.9765972620638246,0.3020371460247291,1.2786344080885537,0.9765972620638246,-0.21507623701711337,0.7615210250467113,0.9765972620638246,-0.6745601160390953,0.3020371460247293,0.9765972620638246,-0.9765972620638247,-1.1102230246251565e-16
0.036000000000000004,0.9745268727865771,0.9745268727865771,1.9490537455731543,0.9745268727865771,0.2930392600850576,1.2675661328716348,0.9745268727865771,-0.22427076094938125,0.7502561118371959,0.9745268727865771,-0.6814876127015197,0.29303926008505743,0.9745268727865771,-0.9745268727865771,0.0
0.0375,0.9723699203976766,0.9723699203976766,1.9447398407953531,0.9723699203976766,0.28401534470392276,1.2563852651015992,0.9723699203976766,-0.23344536385590534,0.7389245565417712,0.9723699203976766,-0.6883545756937538,0.28401534470392276,0.9723699203976766,-0.9723699203976767,-1.1102230246251565e-16
0.039,0.9701265964901058,0.9701265964901058,1.9402531929802116,0.9701265964901058,0.27496620143766604,1.245092797927772,0.9701265964901058,-0.24259923079540743,0.7275273656946983,0.9701265964901058,-0.6951603950524395,0.27496620143766626,0.9701265964901058,-0.9701265964901059,-1.1102230246251565e-16
0.0405,0.9677971003288655,0.9677971003288655,1.935594200657731,0.9677971003288655,0.26589263408351566,1.2336897344123812,0.9677971003288655,-0.25173154866849695,0.7160655516603684,0.9677971003288655,-0.70190446624535,0.2658926340835155,0.9677971003288655,-0.9677971003288655,0.0
