"asset_id","unit","slide_id","type","title","description","pedagogical_purpose","source_url","creator","organization","license","access_date","local_path","status","credit_text","notes"
"U09-DG-001","09","U09-001","diagram","Portada conceptual.","Fuente, trayecto urbano, clínica y receptor unidos por una onda/ruta simple.","Portada conceptual.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-001/","approved","Figura propia de la cátedra","media; evitar aspecto publicitario.; fuente: Brief U9; caso organizador.; estado inicial: planificado; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-002","09","U09-002","diagram","Mapa del caso disparador.","Avenida, fachada, consultorio, cabina, dos receptores y rutas numeradas.","Mapa del caso disparador.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-002/","approved","Figura propia de la cátedra","alta; reservar corredores y no anticipar soluciones.; fuente: Brief U9; aplicaciones del capítulo.; estado inicial: prototipar temprano; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-003","09","U09-005","diagram","Mapa de tres encuentros.","Ocho bloques, hitos y recapitulaciones con flecha de progresión.","Mapa de tres encuentros.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-003/","approved","Figura propia de la cátedra","media; demasiados bloques para una sola fila.; fuente: course_map; brief U9.; estado inicial: planificado; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-004","09","U09-007","diagram","Organizador fuente–trayecto–receptor.","Tres zonas más condiciones de medición; ejemplos bajo cada zona.","Organizador fuente–trayecto–receptor.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-004/","approved","Figura propia de la cátedra","alta; será código visual recurrente.; fuente: LaTeX cap. 9; course_map.; estado inicial: prototipar temprano; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-005","09","U09-008","diagram","Comparar emisión y recepción.","Dos cajas de magnitud, flecha de propagación y tabla corta `L_W`/`L_p`.","Comparar emisión y recepción.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-005/","approved","Figura propia de la cátedra","media; colisión de símbolos y unidades.; fuente: LaTeX 9.1–9.2; notation_guide.; estado inicial: planificado; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-006","09","U09-009","diagram","Matriz de mecanismos.","Ocho mecanismos agrupados por qué cambia, dependencia y modelo.","Matriz de mecanismos.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-006/","approved","Figura propia de la cátedra","alta; puede requerir dos niveles o revelado.; fuente: Brief e inventario U9.; estado inicial: prototipar temprano; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-007","09","U09-010","diagram","Actividad de clasificación.","Seis tarjetas conectables a fuente, trayecto o medición.","Actividad de clasificación.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-007/","approved","Figura propia de la cátedra","media; admitir pertenencia múltiple sin flechas cruzadas.; fuente: Diagnóstico del brief.; estado inicial: planificado; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-008","09","U09-011","diagram","Checklist de cuatro preguntas.","Qué cambia → qué se conserva → qué se estima → qué se mide.","Checklist de cuatro preguntas.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-008/","approved","Figura propia de la cátedra","baja–media.; fuente: Brief U9.; estado inicial: planificado; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-009","09","U09-013","diagram","Propagación esférica.","Fuente y tres frentes con radios/áreas; llamadas a potencia, intensidad y presión eficaz.","Propagación esférica.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-009/","approved","Figura propia de la cátedra","alta; adaptar figura impresa a aula.; fuente: U4 `propagacion-esferica.tex`.; estado inicial: reconstrucción requerida; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-010","09","U09-014","diagram","Ecuación de distancia anotada.","Fórmula central, llamadas a niveles, radios, signo e hipótesis; área para U09-CH-001.","Ecuación de distancia anotada.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-010/","approved","Figura propia de la cátedra","alta; proteger fórmula de líderes.; fuente: LaTeX ec. 9.1; PDF p. 237.; estado inicial: prototipar temprano; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-011","09","U09-015","diagram","Ejemplo 0,50 → 1,00 m.","Datos → sustitución → resultado → interpretación, con unidad en cada etapa.","Ejemplo 0,50 → 1,00 m.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-011/","approved","Figura propia de la cátedra","media.; fuente: Ejemplo del capítulo.; estado inicial: planificado; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-012","09","U09-017","diagram","Omnidireccional frente a direccional.","Dos patrones, misma potencia/distancia, dirección y punto de comparación.","Omnidireccional frente a direccional.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-012/","approved","Figura propia de la cátedra","media; no usar áreas engañosas.; fuente: U4 `directividad-q.tex`; LaTeX 9.2.; estado inicial: reconstrucción requerida; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-013","09","U09-019","diagram","`Q_dir` y `DI` anotados.","Comparador omnidireccional, razón lineal y ecuación logarítmica.","`Q_dir` y `DI` anotados.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-013/","approved","Figura propia de la cátedra","alta; evitar doble conteo visual.; fuente: LaTeX ec. 9.2; notation_guide.; estado inicial: planificado; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-014","09","U09-020","diagram","Montaje de campo sonoro alternativo.","Altavoz, eje, distancias, punto de referencia, paciente/micrófono y superficies.","Montaje de campo sonoro alternativo.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-014/","approved","Figura propia de la cátedra","alta; debe ser técnicamente neutro.; fuente: U8; LaTeX 9.2/9.8.; estado inicial: alternativa a imagen externa; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-015","09","U09-021","diagram","Decisión distancia/directividad.","Tres casos con árbol modelo–hipótesis–dato faltante.","Decisión distancia/directividad.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-015/","approved","Figura propia de la cátedra","media.; fuente: Síntesis B02.; estado inicial: planificado; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-016","09","U09-023","diagram","Ecuación `c(θ)` anotada.","Fórmula, unidades, intervalo y enlace al gráfico U09-CH-003.","Ecuación `c(θ)` anotada.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-016/","approved","Figura propia de la cátedra","media.; fuente: LaTeX ec. 9.3.; estado inicial: planificado; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-017","09","U09-024","diagram","Dos estados térmicos.","5 °C y 25 °C; `c`, `f` conservada, `λ` resultante y conclusión.","Dos estados térmicos.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-017/","approved","Figura propia de la cátedra","alta; tres magnitudes por panel.; fuente: Ejemplo del capítulo.; estado inicial: prototipar temprano; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-018","09","U09-025","diagram","Gradientes térmicos.","Dos paneles con perfiles `θ(z)`, `c(z)`, rayos y zona de sombra.","Gradientes térmicos.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-018/","approved","Figura propia de la cátedra","muy alta; flechas y perfiles pueden colisionar.; fuente: Figura 9.1 `gradientes-termicos.tex`.; estado inicial: reconstrucción prioritaria; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-019","09","U09-026","diagram","Viento uniforme y ecuación efectiva.","Vector de viento, ángulo `ψ`, tres direcciones y ecuación anotada.","Viento uniforme y ecuación efectiva.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-019/","approved","Figura propia de la cátedra","alta; normalizar `v_viento`.; fuente: LaTeX ec. 9.4.; estado inicial: planificado; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-020","09","U09-027","diagram","Gradiente vertical de viento.","Dos paneles a favor/en contra con `c_ef(z)` y trayectorias.","Gradiente vertical de viento.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-020/","approved","Figura propia de la cátedra","muy alta; reservar corredores separados.; fuente: Figura 9.2 `gradiente-viento.tex`.; estado inicial: reconstrucción prioritaria; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-021","09","U09-028","diagram","Presión–densidad–rapidez.","Ecuación central y mapa de variables acopladas con pregunta “¿qué se fija?”.","Presión–densidad–rapidez.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-021/","approved","Figura propia de la cátedra","alta; evitar causalidad lineal falsa.; fuente: LaTeX ec. 9.5.; estado inicial: prototipar temprano; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-022","09","U09-029","diagram","Altitud y humedad.","Mapa de influencias relacionadas y datos necesarios para comparar.","Altitud y humedad.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-022/","approved","Figura propia de la cátedra","alta; riesgo de “spaghetti”.; fuente: LaTeX 9.5.3–9.6.; estado inicial: complementario; dividir si hace falta; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-023","09","U09-030","diagram","Divergencia frente a absorción atmosférica.","Ecuación estructural en dos términos y dos mecanismos dibujados.","Divergencia frente a absorción atmosférica.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-023/","approved","Figura propia de la cátedra","alta; no sugerir coeficiente constante universal.; fuente: LaTeX ec. 9.6.; estado inicial: planificado; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-024","09","U09-031","diagram","Turbulencia cualitativa.","Trayectorias perturbadas y registro fluctuante vinculados sin cifras.","Turbulencia cualitativa.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-024/","approved","Figura propia de la cátedra","media; no parecer simulación medida.; fuente: LaTeX 9.6.; estado inicial: complementario; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-025","09","U09-032","diagram","Ficha de campo.","Checklist jerárquico con geometría, atmósfera, superficie, bandas y tiempo.","Ficha de campo.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-025/","approved","Figura propia de la cátedra","alta; densidad textual.; fuente: Brief U9; aplicaciones.; estado inicial: prototipar temprano; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-026","09","U09-033","diagram","Matriz de recapitulación atmosférica.","Casos frente a columnas `c`, `λ`, trayectoria, `L_p` y “no concluye”.","Matriz de recapitulación atmosférica.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-026/","approved","Figura propia de la cátedra","alta; diseñar como matriz, no tarjetas estrechas.; fuente: Síntesis B03.; estado inicial: prototipar temprano; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-027","09","U09-035","diagram","Balance de superficie.","Incidente, reflejada, absorbida y transmitida con rutas separadas.","Balance de superficie.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-027/","approved","Figura propia de la cátedra","alta; flechas y rótulos deben quedar fuera del material.; fuente: Figura 9.3 `balance-superficie.tex`.; estado inicial: reconstrucción prioritaria; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-028","09","U09-036","diagram","Balance energético anotado.","`R_E + α + τ_E = 1`, llamadas de definición y correspondencia con U09-DG-027.","Balance energético anotado.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-028/","approved","Figura propia de la cátedra","alta; tres símbolos parecidos.; fuente: LaTeX ec. 9.7; notation_guide.; estado inicial: prototipar temprano; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-029","09","U09-038","diagram","Geometría de reflexión.","Interfaz, normal, incidencia/reflexión y llamada a impedancias.","Geometría de reflexión.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-029/","approved","Figura propia de la cátedra","media.; fuente: LaTeX 9.7.1; U4.; estado inicial: planificado; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-030","09","U09-039","diagram","Anotaciones de línea temporal.","Líderes a directa, reflexión aislada y cola en U09-CH-004.","Anotaciones de línea temporal.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-030/","approved","Figura propia de la cátedra","alta; no apoyar etiquetas sobre curvas.; fuente: LaTeX 9.7.1/9.7.3.; estado inicial: planificado; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-031","09","U09-040","diagram","Interfaz aire–sólido.","Incidente, reflejada, transmitida, normal y dos modos cualitativos.","Interfaz aire–sólido.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-031/","approved","Figura propia de la cátedra","muy alta; riesgo de demasiadas flechas/ángulos.; fuente: Programa; LaTeX 9.7.4.; estado inicial: prototipar temprano; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-032","09","U09-041","diagram","Snell acústica anotada.","Ecuación simple, triángulos/ángulos y advertencia sobre modos.","Snell acústica anotada.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-032/","blocked","Figura propia de la cátedra","muy alta; fuente externa pendiente.; fuente: LaTeX 9.7.4; fuente académica por seleccionar.; estado inicial: complementario; condicionado; no generado 2026-08-12; dependencia técnica o documental pendiente"
"U09-DG-033","09","U09-042","diagram","Difracción en borde.","Frente, borde, sombra geométrica y frentes difractados.","Difracción en borde.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-033/","approved","Figura propia de la cátedra","alta; no dibujar ruta a través del panel.; fuente: Figura 9.4 `difraccion-barrera.tex`.; estado inicial: reconstrucción prioritaria; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-034","09","U09-044","diagram","Misma barrera, tres frecuencias.","Tres paneles sincronizados con `λ`, obstáculo y receptor constantes.","Misma barrera, tres frecuencias.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-034/","approved","Figura propia de la cátedra","muy alta; necesita consistencia geométrica.; fuente: LaTeX 9.7.5; figura 9.4.; estado inicial: prototipar temprano; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-035","09","U09-045","diagram","Difracción frente a transmisión.","Dos rutas paralelas alrededor y a través del mismo obstáculo.","Difracción frente a transmisión.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-035/","approved","Figura propia de la cátedra","alta; separar colores y leyenda sin ambigüedad.; fuente: Brief U9; LaTeX 9.7/9.7.5.; estado inicial: planificado; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-036","09","U09-046","diagram","Árbol de mecanismos en interfaz.","Retorna, se disipa, atraviesa, cambia dirección, rodea; preguntas de evidencia.","Árbol de mecanismos en interfaz.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-036/","approved","Figura propia de la cátedra","muy alta; probable división en dos niveles.; fuente: Síntesis B04.; estado inicial: prototipar temprano; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-037","09","U09-048","diagram","Secuencia de llegadas en sala.","Directa → tempranas → densidad de reflexiones → cola.","Secuencia de llegadas en sala.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-037/","approved","Figura propia de la cátedra","alta; conectores temporales y espaciales.; fuente: LaTeX 9.7.3.; estado inicial: planificado; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-038","09","U09-050","diagram","Construcción de `A_eq`.","Superficies `S_i`, coeficientes `α_i` y sumatoria hacia un bloque resultado.","Construcción de `A_eq`.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-038/","approved","Figura propia de la cátedra","alta; unidades visibles y cajas amplias.; fuente: LaTeX ec. 9.8.; estado inicial: prototipar temprano; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-039","09","U09-051","diagram","Ecuación de Sabine anotada.","Fórmula, unidades, flechas de proporcionalidad y caja de hipótesis.","Ecuación de Sabine anotada.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-039/","approved","Figura propia de la cátedra","alta; evitar que límites compitan con ecuación.; fuente: LaTeX ec. 9.8; notation_guide.; estado inicial: prototipar temprano; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-040","09","U09-052","diagram","Ejemplo de aula.","Geometría → `V`/superficie → `A_eq` → `T_60` → interpretación.","Ejemplo de aula.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-040/","approved","Figura propia de la cátedra","muy alta; quizá dos etapas con revelado.; fuente: Ejemplo del capítulo.; estado inicial: prototipar temprano; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-041","09","U09-053","diagram","Igual absorción, distinta distribución.","Dos plantas de sala con la misma suma y ubicaciones diferentes.","Igual absorción, distinta distribución.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-041/","approved","Figura propia de la cátedra","media–alta; mantener escala y receptores equivalentes.; fuente: Brief U9; ampliación didáctica.; estado inicial: complementario; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
"U09-DG-042","09","U09-054","diagram","`T_60` frente a aislamiento.","Dos recintos, dos preguntas, dos magnitudes y flechas separadas.","`T_60` frente a aislamiento.","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","","units/unit_09/assets/generated/diagrams/U09-DG-042/","approved","Figura propia de la cátedra","alta; clave para prevenir error.; fuente: Programa; LaTeX 9.7.3–9.8.; estado inicial: prototipar temprano; editable PPTX, SVG y PNG generados; validado 2026-08-12; cero problemas críticos o mayores"
