delta_phi_rad,A_R_over_A
0.0,2.0
0.005235987755982988,1.9999931461119693
0.010471975511965976,1.9999725844948535
0.015707963267948963,1.9999383152895793
0.020943951023931952,1.9998903387310243
0.02617993877991494,1.999828655148014
0.03141592653589793,1.9997532649633212
0.036651914291880916,1.9996641686936616
0.041887902047863905,1.999561366949691
0.047123889803846894,1.9994448604360011
0.05235987755982988,1.9993146499511145
0.05759586531581287,1.9991707363874793
0.06283185307179585,1.9990131207314632
0.06806784082777885,1.9988418040633458
0.07330382858376183,1.9986567875573125
0.07853981633974483,1.998458072481446
0.08377580409572781,1.9982456601977168
0.08901179185171079,1.998019552161975
0.09424777960769379,1.99777974992394
0.09948376736367677,1.9975262551271893
0.10471975511965977,1.9972590695091477
0.10995574287564275,1.9969781949010759
0.11519173063162574,1.9966836332280566
0.12042771838760873,1.996375386508983
0.1256637061435917,1.9960534568565431
0.1308996938995747,1.995717846477207
0.1361356816555577,1.9953685576712106
0.14137166941154067,1.99500559283254
0.14660765716752366,1.9946289544489162
0.15184364492350666,1.994238645101776
0.15707963267948966,1.993834667466256
0.16231562043547262,1.9934170243111737
0.16755160819145562,1.9929857184990087
0.17278759594743862,1.9925407529858825
0.17802358370342158,1.992082130821539
0.18325957145940458,1.9916098551493235
0.18849555921538758,1.99112392920616
0.19373154697137057,1.9906243563225308
0.19896753472735354,1.9901111399224527
0.20420352248333654,1.989584283523453
0.20943951023931953,1.9890437907365468
0.2146754979953025,1.988489665266211
0.2199114857512855,1.9879219109103594
0.2251474735072685,1.987340531560317
0.2303834612632515,1.986745531200793
0.23561944901923446,1.9861369139098526
0.24085543677521745,1.985514683858891
0.24609142453120045,1.9848788453126034
0.2513274122871834,1.9842294026289555
0.2565634000431664,1.9835663602591556
0.2617993877991494,1.9828897227476208
0.2670353755551324,1.9821994947319497
0.2722713633111154,1.9814956809428872
0.2775073510670984,1.9807782862042946
0.28274333882308134,1.980047315433115
0.28797932657906433,1.9793027736393405
0.29321531433504733,1.9785446659259767
0.2984513020910303,1.977772997489009
0.3036872898470133,1.976987773617367
0.3089232776029963,1.9761889996928867
0.3141592653589793,1.9753766811902755
0.31939525311496225,1.9745508236770732
0.32463124087094525,1.9737114328136147
0.32986722862692824,1.9728585143529909
0.33510321638291124,1.97199207414101
0.34033920413889424,1.9711121181161555
0.34557519189487723,1.970218652309548
0.3508111796508602,1.9693116828449015
0.35604716740684317,1.968391215938484
0.36128315516282616,1.9674572578990719
0.36651914291880916,1.966509815127909
0.37175513067479216,1.9655488941186627
0.37699111843077515,1.9645745014573774
0.38222710618675815,1.9635866438224314
0.38746309394274114,1.9625853279844905
0.3926990816987241,1.9615705608064609
0.3979350694547071,1.9605423492434437
0.4031710572106901,1.9595007003426856
0.40840704496667307,1.9584456212435315
0.41364303272265607,1.9573771191773757
0.41887902047863906,1.9562952014676112
0.42411500823462206,1.9551998755295814
0.429350995990605,1.9540911488705273
0.434586983746588,1.9529690290895372
0.439822971502571,1.9518335238774949
0.445058959258554,1.9506846410170255
0.450294947014537,1.9495223883824435
0.45553093477052,1.9483467739396987
0.460766922526503,1.9471578057463206
0.4660029102824859,1.945955491951364
0.4712388980384689,1.9447398407953531
0.4764748857944519,1.9435108606102252
0.4817108735504349,1.9422685598192722
0.4869468613064179,1.941012946937085
0.4921828490624009,1.9397440305694935
0.4974188368183839,1.9384618194135088
0.5026548245743668,1.9371663222572622
0.5078908123303498,1.9358575479799465
0.5131268000863328,1.9345355055517537
0.5183627878423158,1.9332002040338148
0.5235987755982988,1.9318516525781366
0.5288347633542818,1.93048986042754
0.5340707511102648,1.9291148369155962
0.5393067388662478,1.927726591466562
0.5445427266222308,1.9263251335953164
0.5497787143782138,1.9249104729072946
0.5550147021341968,1.9234826190984227
0.5602506898901797,1.922041581955051
0.5654866776461627,1.9205873713538864
0.5707226654021457,1.9191199972619255
0.5759586531581287,1.917639469736386
0.5811946409141117,1.9161457989246384
0.5864306286700947,1.9146389950641347
0.5916666164260777,1.9131190684823396
0.5969026041820606,1.9115860295966602
0.6021385919380436,1.9100398889143733
0.6073745796940266,1.9084806570325537
0.6126105674500096,1.9069083446380024
0.6178465552059926,1.9053229625071726
0.6230825429619756,1.9037245215060956
0.6283185307179586,1.902113032590307
0.6335545184739415,1.9004885068047719
0.6387905062299245,1.8988509552838078
0.6440264939859075,1.8972003892510094
0.6492624817418905,1.8955368200191713
0.6544984694978735,1.8938602589902114
0.6597344572538565,1.8921707176550906
0.6649704450098395,1.8904682075937365
0.6702064327658225,1.8887527404749622
0.6754424205218055,1.8870243280563872
0.6806784082777885,1.8852829821843569
0.6859143960337715,1.8835287147938606
0.6911503837897545,1.881761537908451
0.6963863715457375,1.8799814636401604
0.7016223593017205,1.8781885041894184
0.7068583470577035,1.8763826718449683
0.7120943348136863,1.874563978983783
0.7173303225696693,1.8727324380709798
0.7225663103256523,1.8708880616597348
0.7278022980816353,1.8690308623911973
0.7330382858376183,1.8671608529944037
0.7382742735936013,1.8652780462861882
0.7435102613495843,1.863382455171098
0.7487462491055673,1.8614740926413018
