t_s,ruido_A_Pa,ruido_B_Pa,suma_Pa
0.0,0.14183764788867384,-0.16654674759142604,-0.024709099702752202
2.0833333333333333e-05,-0.008313116576748112,0.5189278374639377,0.5106147208871895
4.1666666666666665e-05,-0.1899000040283341,-0.2356413370505362,-0.4255413410788703
6.25e-05,0.056217855529221004,-0.14983650159887985,-0.09361864606965883
8.333333333333333e-05,-0.15384439866818433,0.10076850364815944,-0.053075895020024896
0.00010416666666666667,-0.07694158755598253,-0.13818037253865437,-0.2151219600946369
0.000125,-0.0843066654317553,-0.09354276252516194,-0.17784942795691724
0.00014583333333333335,0.35275614751712575,-0.2039208077850799,0.14883533973204585
0.00016666666666666666,-0.0980746346491778,0.17113383278441965,0.07305919813524185
0.0001875,0.229724966648066,-0.061215019610646834,0.16850994703741917
0.00020833333333333335,-0.16399787275924205,-0.29938521246418687,-0.4633830852234289
0.00022916666666666666,-0.20058855201502998,0.039588660540755355,-0.16099989147427463
0.00025,-0.17646120022448766,0.09831919057573782,-0.07814200964874984
0.0002708333333333333,0.1453505170533179,-0.14431202797825834,0.0010384890750595455
0.0002916666666666667,0.11731753738860058,-0.13084169048876115,-0.013524153100160571
0.0003125,0.00894932977775615,-0.1805064322972377,-0.17155710251948156
0.0003333333333333333,-0.2163255609898234,-0.2130152374944932,-0.4293407984843166
0.0003541666666666667,-0.3376493848906662,0.3287211925877571,-0.008928192302909088
0.000375,0.510741064690954,-0.14861053843770122,0.3621305262532528
0.0003958333333333333,0.26590032549879444,-0.09533630408972965,0.1705640214090648
0.0004166666666666667,-0.13806313447478819,-0.11136284115314528,-0.24942597562793345
0.0004375,0.20242484969806396,-0.005941623376412764,0.1964832263216512
0.0004583333333333333,-0.18382067410027417,0.05025658542607145,-0.13356408867420272
0.00047916666666666664,-0.055693482323703976,-0.21138489578593134,-0.2670783781096353
0.0005,-0.2497405615894453,-0.04358090952878941,-0.2933214711182347
0.0005208333333333333,-0.39842680102372385,0.3247150375078349,-0.07371176351588893
0.0005416666666666666,0.12036109434685767,-0.06330819636114433,0.057052897985713336
0.0005625,-0.20650515410885897,-0.6020854899062976,-0.8085906440151566
0.0005833333333333334,-0.11229095384187973,0.10698721714949086,-0.005303736692388872
0.0006041666666666667,-0.3737838918476077,-0.1785086483275291,-0.5522925401751368
0.000625,0.12257707972135394,0.018088769293049183,0.14066584901440313
0.0006458333333333333,-0.2522933860794353,0.14229378186048025,-0.10999960421895505
0.0006666666666666666,-0.04704222216831662,-0.1008427481177463,-0.1478849702860629
0.0006875,0.03296328604981032,-0.28324268048838164,-0.25027939443857133
0.0007083333333333334,-0.1398227732185746,0.24295663264451955,0.10313385942594497
0.0007291666666666667,-0.08706477498226123,-0.1169852595296066,-0.20405003451186782
0.00075,0.015766434659224147,-0.032831187714199545,-0.017064753054975398
0.0007708333333333333,-0.5180615781766088,0.05670741692634588,-0.4613541612502629
0.0007916666666666666,-0.1137494361095087,0.20701233555625861,0.09326289944674991
0.0008125,-0.15647819412460953,0.25245655100253717,0.09597835687792763
0.0008333333333333334,0.1800593488113564,-0.47820760709813503,-0.2981482582867786
0.0008541666666666667,0.0444581876262063,0.1680096707345671,0.2124678583607734
0.000875,0.014093517726116363,0.18776465241453885,0.2018581701406552
0.0008958333333333333,-0.03716621582221431,-0.037430454701195416,-0.07459667052340974
0.0009166666666666666,0.026820717526907293,-0.1349065750060042,-0.10808585747909691
0.0009375,-0.24290724220448429,-0.0015209622351122843,-0.24442820443959656
0.0009583333333333333,-0.0179665947977237,-0.25147416273521345,-0.26944075753293717
0.0009791666666666666,0.28946700654559554,-0.06001000879155452,0.22945699775404102
0.001,-0.055206570377361756,0.14296069221814242,0.08775412184078066
0.0010208333333333332,0.05177677565204884,0.011078636982912242,0.06285541263496108
0.0010416666666666667,-0.012117197066602985,0.06736005812884396,0.05524286106224098
0.0010625,0.2512851609608914,-0.35755659767430065,-0.10627143671340927
0.0010833333333333333,-0.036402777794484927,0.021360683134208032,-0.015042094660276895
0.0011041666666666667,0.4952266533189188,0.021094418215400992,0.5163210715343198
0.001125,0.11651864028862553,-0.1607839763202265,-0.044265336031600974
0.0011458333333333333,0.05167089035227798,0.38778227257303455,0.43945316292531256
0.0011666666666666668,0.04513694394041733,-0.3303944932292448,-0.28525754928882746
0.0011875,0.12783853169914844,0.07549231589594269,0.20333084759509112
0.0012083333333333334,0.009977909166143715,-0.16333442318379632,-0.1533565140176526
0.0012291666666666666,-0.03946254888807643,-0.048133065694255385,-0.08759561458233181
0.00125,-0.09663705417005553,0.03400438137068486,-0.06263267279937067
