"asset_id","unit","slide_id","type","title","description","pedagogical_purpose","source_url","creator","organization","license","access_date","local_path","status","credit_text","notes"
"U10-DG-001","10","U10-001","diagram","Portada conceptual: anticipar cuatro ejes de caracterización.","Portada conceptual: anticipar cuatro ejes de caracterización.","Explicar la relación especificada en diagram_plan.md","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","2026-08-12","units/unit_10/assets/generated/diagrams/U10-DG-001/","approved-generated","Figura propia de la cátedra","Clasificación: diagrama conceptual; SVG/PNG y PPTX editable; validación sin problemas críticos ni mayores."
"U10-DG-002","10","U10-002","diagram","Escena técnica del caso disparador.","Escena técnica del caso disparador.","Explicar la relación especificada en diagram_plan.md","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","2026-08-12","units/unit_10/assets/generated/diagrams/U10-DG-002/","approved-generated","Figura propia de la cátedra","Clasificación: diagrama conceptual; SVG/PNG y PPTX editable; validación sin problemas críticos ni mayores."
"U10-DG-003","10","U10-003","diagram","Ruta de objetivos.","Ruta de objetivos.","Explicar la relación especificada en diagram_plan.md","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","2026-08-12","units/unit_10/assets/generated/diagrams/U10-DG-003/","approved-generated","Figura propia de la cátedra","Clasificación: diagrama de proceso; SVG/PNG y PPTX editable; validación sin problemas críticos ni mayores."
"U10-DG-004","10","U10-004","diagram","Red de prerrequisitos.","Red de prerrequisitos.","Explicar la relación especificada en diagram_plan.md","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","2026-08-12","units/unit_10/assets/generated/diagrams/U10-DG-004/","approved-generated","Figura propia de la cátedra","Clasificación: diagrama conceptual; SVG/PNG y PPTX editable; validación sin problemas críticos ni mayores."
"U10-DG-005","10","U10-005","diagram","Mapa completo de clase.","Mapa completo de clase.","Explicar la relación especificada en diagram_plan.md","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","2026-08-12","units/unit_10/assets/generated/diagrams/U10-DG-005/","approved-generated","Figura propia de la cátedra","Clasificación: diagrama conceptual; SVG/PNG y PPTX editable; validación sin problemas críticos ni mayores."
"U10-DG-006","10","U10-007","diagram","Cadena fenómeno–representación.","Cadena fenómeno–representación.","Explicar la relación especificada en diagram_plan.md","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","2026-08-12","units/unit_10/assets/generated/diagrams/U10-DG-006/","approved-generated","Figura propia de la cátedra","Clasificación: diagrama de proceso; SVG/PNG y PPTX editable; validación sin problemas críticos ni mayores."
"U10-DG-007","10","U10-008","diagram","Misma señal, tres funciones.","Misma señal, tres funciones.","Explicar la relación especificada en diagram_plan.md","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","2026-08-12","units/unit_10/assets/generated/diagrams/U10-DG-007/","approved-generated","Figura propia de la cátedra","Clasificación: diagrama conceptual; SVG/PNG y PPTX editable; validación sin problemas críticos ni mayores."
"U10-DG-008","10","U10-009","diagram","Mapa semántico del término ruido.","Mapa semántico del término ruido.","Explicar la relación especificada en diagram_plan.md","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","2026-08-12","units/unit_10/assets/generated/diagrams/U10-DG-008/","approved-generated","Figura propia de la cátedra","Clasificación: diagrama conceptual; SVG/PNG y PPTX editable; validación sin problemas críticos ni mayores."
"U10-DG-009","10","U10-010","diagram","Actividad de clasificación contextual.","Actividad de clasificación contextual.","Explicar la relación especificada en diagram_plan.md","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","2026-08-12","units/unit_10/assets/generated/diagrams/U10-DG-009/","approved-generated","Figura propia de la cátedra","Clasificación: diagrama de proceso; SVG/PNG y PPTX editable; validación sin problemas críticos ni mayores."
"U10-DG-010","10","U10-013","diagram","Recap señal–contexto–receptor.","Recap señal–contexto–receptor.","Explicar la relación especificada en diagram_plan.md","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","2026-08-12","units/unit_10/assets/generated/diagrams/U10-DG-010/","approved-generated","Figura propia de la cátedra","Clasificación: diagrama conceptual; SVG/PNG y PPTX editable; validación sin problemas críticos ni mayores."
"U10-DG-011","10","U10-018","diagram","Clasificación temporal no excluyente.","Clasificación temporal no excluyente.","Explicar la relación especificada en diagram_plan.md","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","2026-08-12","units/unit_10/assets/generated/diagrams/U10-DG-011/","approved-generated","Figura propia de la cátedra","Clasificación: diagrama conceptual; SVG/PNG y PPTX editable; validación sin problemas críticos ni mayores."
"U10-DG-012","10","U10-019","diagram","Crear necesidad de estadísticos.","Crear necesidad de estadísticos.","Explicar la relación especificada en diagram_plan.md","","Cátedra de Física Acústica","UCASAL","material interno; definir antes de publicación","2026-08-12","units/unit_10/assets/generated/diagrams/U10-DG-012/","approved-generated","Figura propia de la cátedra","Clasificación: diagrama conceptual; SVG/PNG y PPTX editable; validación sin problemas críticos ni mayores."
