"asset_id","unit","slide_id","type","title","description","pedagogical_purpose","source_url","creator","organization","license","access_date","local_path","status","credit_text","notes"
"U08-CH-001","08","U08-017;U08-022;U08-025;U08-027","chart","Serie temporal conceptual de TTS","Cambio de umbral en función del tiempo, sin valores normativos.","Enseñar qué aporta repetir mediciones postexposición.","","Equipo del curso","UCASAL","Producción propia; modelo sintético declarado","","units/unit_08/assets/generated/charts/U08-CH-001","approved","Producción propia UCASAL.","Script u08_plot_001_tts_timeline.py; SVG/PNG; rótulo conceptual obligatorio. Clasificación obligatoria: gráfico cuantitativo. SVG, PNG 2560×1440, script, datos/parámetros, README, caption, alt y validación aprobados 2026-08-12."
"U08-CH-002","08","U08-023;U08-024;U08-111","chart","Curvas cuantitativas pos-exposición","Curvas humanas con exposición, frecuencia, tiempos y variabilidad trazables.","Comparar recuperaciones condicionadas sin universalizar.","https://pubmed.ncbi.nlm.nih.gov/7288041/","Klein y Mills / Equipo del curso","JASA / UCASAL","Datos sujetos a licencia de la publicación; gráfico propio con cita","2026-08-11","units/unit_08/assets/generated/charts/U08-CH-002","blocked","Fuente primaria citada en slide/notas.","Bloqueado hasta seleccionar fuente y autorizar transcripción de datos; no digitalizar figura sin control. Clasificación obligatoria: gráfico cuantitativo. Bloqueado: fuente primaria y transcripción autorizada pendientes."
"U08-CH-003","08","U08-030","chart","Audiograma con escotadura compatible","Caso ficticio con eje HL invertido.","Describir morfología sin inferir etiología.","","Equipo del curso","UCASAL","Producción propia; datos ficticios declarados","","units/unit_08/assets/generated/charts/U08-CH-003","blocked","Producción propia UCASAL.","Validar simbología de vía/lateralidad. Clasificación obligatoria: gráfico cuantitativo. Bloqueado: simbología audiométrica pendiente (OD-U08-19)."
"U08-CH-004","08","U08-035;U08-036;U08-112","chart","Riesgo excedente por edad y exposición","Modelo NIOSH 1997 con IC 95 %, tabla 3-3.","Leer un porcentaje poblacional con evento, población y período explícitos.","https://www.cdc.gov/niosh/docs/98-126/","NIOSH / Equipo del curso","CDC/NIOSH / UCASAL","Publicación oficial del gobierno de EE. UU.; tabla nativa con atribución","2026-08-12","units/unit_08/assets/generated/charts/U08-CH-004","source-approved-native-render","Fuente: NIOSH 98-126, tabla 3-3.","Fuente y métrica verificadas para v02. La slide usa una tabla nativa editable con edades 30/40/50/60, 80/85/90 dBA y >10 años de exposición; conserva definición 1–2–3–4 kHz, referencia a IC 95 % y límite poblacional."
"U08-CH-005A","08","U08-045;U08-048","chart","Construcción de ejes del audiograma","Rejilla vacía y estados de revelado.","Leer orientación, escala y referencia antes de interpretar puntos.","","Equipo del curso","UCASAL","Producción propia","","units/unit_08/assets/generated/charts/U08-CH-005A","approved","Producción propia UCASAL.","SVG/PNG en cuatro estados. Clasificación obligatoria: gráfico cuantitativo. SVG, PNG 2560×1440, script, datos/parámetros, README, caption, alt y validación aprobados 2026-08-12."
"U08-CH-005","08","U08-049;U08-050;U08-054;U08-060","chart","Audiograma conceptual por vías","Reconstrucción reproducible del TikZ del libro.","Comparar vía aérea y ósea sin asignar enfermedad.","","Equipo del curso","UCASAL","Producción propia basada en el libro del curso","","units/unit_08/assets/generated/charts/U08-CH-005","blocked","Basado en capítulo 8 del libro del curso.","Datos ficticios; símbolos por validar. Clasificación obligatoria: gráfico cuantitativo. Bloqueado: simbología y rótulo del bloque pendientes (OD-U08-10/19)."
"U08-CH-006","08","U08-057;U08-058;U08-060","chart","Curva de desempeño verbal","Porcentaje de respuestas frente a nivel de presentación.","Distinguir tarea verbal, nivel y porcentaje.","","Equipo del curso","UCASAL","Producción propia; modelo sintético declarado","","units/unit_08/assets/generated/charts/U08-CH-006","blocked","Producción propia UCASAL.","Elegir dB HL o dB SL antes de producir. Clasificación obligatoria: gráfico cuantitativo. Bloqueado: escala dB HL o dB SL pendiente (OD-U08-15)."
"U08-CH-007","08","U08-065;U08-069;U08-070","chart","Familia conceptual de timpanogramas","Morfologías sintéticas en escala común.","Describir pico y forma sin etiología automática.","","Equipo del curso","UCASAL","Producción propia basada en el libro del curso","","units/unit_08/assets/generated/charts/U08-CH-007","blocked","Basado en capítulo 8 del libro del curso.","Unidad de inmitancia pendiente. Clasificación obligatoria: gráfico cuantitativo. Bloqueado: unidad/profundidad timpanométrica pendiente (OD-U08-18/20)."
"U08-CH-008","08","U08-078;U08-079","chart","Forma de onda PEAT","Potencial conceptual en µV frente a ms.","Introducir amplitud y latencia sin valores normativos.","","Equipo del curso","UCASAL","Producción propia; modelo sintético declarado","","units/unit_08/assets/generated/charts/U08-CH-008","approved","Producción propia UCASAL.","Polaridad y protocolo visibles. Clasificación obligatoria: gráfico cuantitativo. SVG, PNG 2560×1440, script, datos/parámetros, README, caption, alt y validación aprobados 2026-08-12."
"U08-CH-009","08","U08-089","chart","Entrada–salida de audífono","Comparación conceptual entre ganancia lineal y compresión.","Mostrar que la salida puede depender del nivel.","","Equipo del curso","UCASAL","Producción propia; modelo sintético declarado","","units/unit_08/assets/generated/charts/U08-CH-009","approved","Producción propia UCASAL.","No representa producto ni ajuste real. Clasificación obligatoria: gráfico cuantitativo. SVG, PNG 2560×1440, script, datos/parámetros, README, caption, alt y validación aprobados 2026-08-12."
