"asset_id","unit","slide_id","type","title","description","pedagogical_purpose","source_url","creator","organization","license","access_date","local_path","status","credit_text","notes"
"U07-IMG-002","07","U07-025","external_image","Real ear measurement","Fotografía de medición con tubo sonda insertado en el CAE.","Mostrar que la posición de medición es concreta.","https://commons.wikimedia.org/wiki/File:RealEarMeasurement.png","Cstokesrees","Wikimedia Commons","CC BY-SA 3.0","2026-08-11","units/unit_06/assets/external/u06_img_002_medicion_oido_real.png","shortlisted","Foto: Cstokesrees, CC BY-SA 3.0, vía Wikimedia Commons.","Original ya descargado e inspeccionado en U6; reutilizar sin duplicar. Alternativa U07-DG-010."
"U07-IMG-003","07","U07-116","external_image","Behind-the-Ear Hearing Aid grayscale photo","Fotografía de audífono retroauricular.","Reconocer un dispositivo real antes de explicar directividad.","https://commons.wikimedia.org/wiki/File:Behind-the-Ear_Hearing_Aid_grayscale_photo.jpg","Steve Johnson","Wikimedia Commons","CC BY 2.0","2026-08-11","","shortlisted","Foto: Steve Johnson, CC BY 2.0, vía Wikimedia Commons.","No descargada. El patrón polar será propio; alternativa: silueta editable."
"U07-IMG-004","07","U07-106;U07-107","external_image","Georg Neumann KU 100 Dummy Head","Fotografía de cabeza artificial para captura binaural.","Mostrar un montaje real de dos oídos; no explicar HRTF por sí sola.","https://commons.wikimedia.org/wiki/File:Georg_Neumann_Ku_100_Dummy_Head.jpg","EJ Posselius","Wikimedia Commons","CC BY-SA 2.0","2026-08-11","","shortlisted","Foto: EJ Posselius, CC BY-SA 2.0, vía Wikimedia Commons.","No descargada; uso complementario. Alternativa U07-DG-034/U07-DG-037."
"U07-REF-001","07","U07-102;U07-106;U07-107;U07-108","reference","The CIPIC HRTF Database","Artículo y documentación de una base HRTF pública.","Validar medición direccional, variabilidad e individualidad.","https://www.ece.ucdavis.edu/cipic/wp-content/uploads/sites/12/2015/04/cipic_CIPIC_HRTF_Database.pdf","Algazi; Duda; Thompson; Avendano","UC Davis CIPIC","Dataset declarado public domain en el artículo; artículo como referencia","2026-08-11","","shortlisted","Algazi et al., The CIPIC HRTF Database.","Referencia; no copiar figuras automáticamente."
"U07-REF-002","07","U07-106","reference","HUTUBS HRTF Database","Documentación y datos HRTF con licencia abierta.","Fuente posible para espectros HRTF reales.","https://www.sofaconventions.org/data/database_sofa_0.6/hutubs/Documentation.pdf","Brinkmann et al.","TU Berlin / SOFA","CC BY 4.0 para los datos","2026-08-11","","shortlisted","HUTUBS HRTF Database, CC BY 4.0.","No descargar hasta aprobar un gráfico con datos reales."
"U07-REF-003","07","U07-116","reference","Hearing Aids","Página institucional sobre funcionamiento y límites de audífonos.","Sustentar la aplicación sin prometer beneficio individual.","https://www.nidcd.nih.gov/health/hearing-aids","NIH/NIDCD","NIH/NIDCD","Dominio público salvo indicación específica","2026-08-11","","shortlisted","Fuente: NIH/NIDCD.","Referencia; no usar logotipo ni insinuar aval."
"U07-REF-004","07","U07-116","reference","Hearing aid microphones and noise reduction algorithms","Capítulo de guía sobre micrófonos direccionales.","Sustentar contraste omnidireccional/direccional.","https://www.ncbi.nlm.nih.gov/books/NBK536536/","National Guideline Centre","NCBI Bookshelf","Uso como referencia; figuras no reutilizables sin permiso específico","2026-08-11","","shortlisted","National Guideline Centre, NCBI Bookshelf.","Referencia textual; no copiar figuras."
"U07-REF-005","07","U07-029;U07-030;U07-123","reference","ISO 226:2023","Estándar de curvas de igual sonoridad.","Verificar edición y condiciones; controlar uso de datos.","https://www.iso.org/standard/83117.html","ISO/TC 43","ISO","© ISO; estándar comercial","2026-08-11","","shortlisted","ISO 226:2023.","No reproducir datos normativos sin autorización; alternativa conceptual."
"U07-REF-006","07","U07-128","reference","ANSI/ASA S3.5-1997 (R2024)","Estándar del Speech Intelligibility Index.","Ubicar SII sin desarrollar cálculo.","https://webstore.ansi.org/standards/asa/asaansis31997r2024","Acoustical Society of America","ANSI Webstore","Copyright; estándar comercial","2026-08-11","","shortlisted","ANSI/ASA S3.5-1997 (R2024).","Referencia bibliográfica; no copiar tablas/fórmulas."
"U07-CH-001","07","U07-008;U07-014","chart","Curva psicométrica","Transición logística sintética y criterio L50.","Mostrar que detectar cambia gradualmente.","","Equipo del curso","UCASAL","Producción propia; modelo y fuente documentados","","units/unit_07/assets/generated/charts/U07-CH-001/u07_fig_001_curva_psicometrica.svg","approved","Producción propia UCASAL.","Generar con script, SVG y PNG; validar al tamaño final. Clasificaci?n: gr?fico cuantitativo. Asset v01 validado: script, CSV/JSON, SVG, PNG, README y 0 problemas cr?ticos/mayores."
"U07-CH-002A","07","U07-015","chart","Umbral según frecuencia","Curva cualitativa de umbral.","Leer frecuencia y nivel bajo condiciones.","","Equipo del curso","UCASAL","Producción propia; modelo y fuente documentados","","units/unit_07/assets/generated/charts/U07-CH-002A/u07_fig_002a_umbral_condicionado.svg","approved","Producción propia UCASAL.","Generar con script, SVG y PNG; validar al tamaño final. Clasificaci?n: gr?fico cuantitativo. Asset v01 validado: script, CSV/JSON, SVG, PNG, README y 0 problemas cr?ticos/mayores."
"U07-CH-002B","07","U07-016;U07-017","chart","Campo audible conceptual","Región de umbral y niveles elevados.","Distinguir sensibilidad de referencia 0 dB SPL.","","Equipo del curso","UCASAL","Producción propia; modelo y fuente documentados","","units/unit_07/assets/generated/charts/U07-CH-002B/u07_fig_002b_campo_audible.svg","approved","Producción propia UCASAL.","Generar con script, SVG y PNG; validar al tamaño final. Clasificaci?n: gr?fico cuantitativo. Asset v01 validado: script, CSV/JSON, SVG, PNG, README y 0 problemas cr?ticos/mayores."
"U07-CH-003","07","U07-026","chart","Transferencia campo-tímpano conceptual","Curva cualitativa dependiente de frecuencia.","Evitar una ganancia única del CAE.","","Equipo del curso","UCASAL","Producción propia; modelo y fuente documentados","","units/unit_07/assets/generated/charts/U07-CH-003/u07_fig_003_transferencia_campo_timpano.svg","approved","Producción propia UCASAL.","Generar con script, SVG y PNG; validar al tamaño final. Clasificaci?n: gr?fico cuantitativo. Asset v01 validado: script, CSV/JSON, SVG, PNG, README y 0 problemas cr?ticos/mayores."
"U07-CH-004","07","U07-029;U07-030;U07-038;U07-123","chart","Curvas isofónicas","Familia normativa solo con datos autorizados; alternativa esquemática.","Leer igual sonoridad con condiciones.","","Equipo del curso","UCASAL","Producción propia; modelo y fuente documentados","","","blocked","Producción propia UCASAL.","Bloqueado para datos ISO; usar alternativa conceptual. Pendiente datos normativos/licencia; usar U07-DG-011 como alternativa conceptual."
"U07-CH-005","07","U07-036","chart","Fundamental ausente","Dos espectros sintéticos con y sin f0.","Separar componentes físicas de pitch.","","Equipo del curso","UCASAL","Producción propia; modelo y fuente documentados","","units/unit_07/assets/generated/charts/U07-CH-005/u07_fig_005_fundamental_ausente.svg","approved","Producción propia UCASAL.","Generar con script, SVG y PNG; validar al tamaño final. Clasificaci?n: gr?fico cuantitativo. Asset v01 validado: script, CSV/JSON, SVG, PNG, README y 0 problemas cr?ticos/mayores."
"U07-CH-006","07","U07-050;U07-051","chart","Relación fones-sones","Curva calculada por la ecuación del capítulo.","Visualizar duplicación cada 10 fon.","","Equipo del curso","UCASAL","Producción propia; modelo y fuente documentados","","units/unit_07/assets/generated/charts/U07-CH-006/u07_fig_006_fones_sones.svg","approved","Producción propia UCASAL.","Generar con script, SVG y PNG; validar al tamaño final. Clasificaci?n: gr?fico cuantitativo. Asset v01 validado: script, CSV/JSON, SVG, PNG, README y 0 problemas cr?ticos/mayores."
"U07-CH-007","07","U07-060;U07-061","chart","Patrón de enmascaramiento","Modelo sintético asimétrico declarado.","Leer elevación del umbral según separación frecuencial.","","Equipo del curso","UCASAL","Producción propia; modelo y fuente documentados","","units/unit_07/assets/generated/charts/U07-CH-007/u07_fig_007_patron_enmascaramiento.svg","approved","Producción propia UCASAL.","Generar con script, SVG y PNG; validar al tamaño final. Clasificaci?n: gr?fico cuantitativo. Asset v01 validado: script, CSV/JSON, SVG, PNG, README y 0 problemas cr?ticos/mayores."
"U07-CH-008","07","U07-064;U07-125;U07-126;U07-127","chart","Filtro y ERB","Curva normalizada y rectángulo de igual área.","Construir ERB por equivalencia de área.","","Equipo del curso","UCASAL","Producción propia; modelo y fuente documentados","","units/unit_07/assets/generated/charts/U07-CH-008/u07_fig_008_erb_igualdad_area.svg","approved","Producción propia UCASAL.","Generar con script, SVG y PNG; validar al tamaño final. Clasificaci?n: gr?fico cuantitativo. Asset v01 validado: script, CSV/JSON, SVG, PNG, README y 0 problemas cr?ticos/mayores."
"U07-CH-009","07","U07-083;U07-084;U07-129","chart","Decaimiento y T60","Decaimiento sintético y tramo de 60 dB.","Interpretar T60 sin introducir Sabine.","","Equipo del curso","UCASAL","Producción propia; modelo y fuente documentados","","units/unit_07/assets/generated/charts/U07-CH-009/u07_fig_009_decaimiento_t60.svg","approved","Producción propia UCASAL.","Generar con script, SVG y PNG; validar al tamaño final. Clasificaci?n: gr?fico cuantitativo. Asset v01 validado: script, CSV/JSON, SVG, PNG, README y 0 problemas cr?ticos/mayores."
"U07-CH-010","07","U07-082;U07-083;U07-085","chart","Igual SNR, distinta estructura","Espectrogramas propios con métrica común.","Mostrar que SNR no fija inteligibilidad.","","Equipo del curso","UCASAL","Producción propia; modelo y fuente documentados","","","blocked","Producción propia UCASAL.","Generar con script, SVG y PNG; validar al tamaño final. Pendiente voz/corpus propio aprobado y pipeline de audio."
"U07-DG-001","07","U07-003","diagram","Puente U6-U7","Diagrama con formas y conectores editables.","Mostrar una relación o proceso sin depender de texto extenso.","","Equipo del curso","UCASAL","Producción propia; uso académico interno","","units/unit_07/assets/generated/diagrams/U07-DG-001/u07_dg_001_master.pptx","approved","Producción propia UCASAL.","PPT editable obligatorio; SVG/PNG de respaldo; render y validación de colisiones. Clasificaci?n: diagrama de proceso. Asset v01 editable validado en render individual y canvas 16:9; 0 problemas cr?ticos/mayores."
"U07-DG-002","07","U07-005","diagram","Matriz físico-perceptual","Diagrama con formas y conectores editables.","Mostrar una relación o proceso sin depender de texto extenso.","","Equipo del curso","UCASAL","Producción propia; uso académico interno","","units/unit_07/assets/generated/diagrams/U07-DG-002/u07_dg_002_master.pptx","approved","Producción propia UCASAL.","PPT editable obligatorio; SVG/PNG de respaldo; render y validación de colisiones. Clasificaci?n: diagrama conceptual. Asset v01 editable validado en render individual y canvas 16:9; 0 problemas cr?ticos/mayores."
"U07-DG-003","07","U07-007","diagram","Mapa de la unidad","Diagrama con formas y conectores editables.","Mostrar una relación o proceso sin depender de texto extenso.","","Equipo del curso","UCASAL","Producción propia; uso académico interno","","units/unit_07/assets/generated/diagrams/U07-DG-003/u07_dg_003_master.pptx","approved","Producción propia UCASAL.","PPT editable obligatorio; SVG/PNG de respaldo; render y validación de colisiones. Clasificaci?n: diagrama de proceso. Asset v01 editable validado en render individual y canvas 16:9; 0 problemas cr?ticos/mayores."
"U07-DG-004","07","U07-009;U07-019","diagram","Estímulo-tarea-respuesta","Diagrama con formas y conectores editables.","Mostrar una relación o proceso sin depender de texto extenso.","","Equipo del curso","UCASAL","Producción propia; uso académico interno","","units/unit_07/assets/generated/diagrams/U07-DG-004/u07_dg_004_master.pptx","approved","Producción propia UCASAL.","PPT editable obligatorio; SVG/PNG de respaldo; render y validación de colisiones. Clasificaci?n: diagrama de proceso. Asset v01 editable validado en render individual y canvas 16:9; 0 problemas cr?ticos/mayores."
"U07-DG-005","07","U07-010","diagram","Proceso psicofísico","Diagrama con formas y conectores editables.","Mostrar una relación o proceso sin depender de texto extenso.","","Equipo del curso","UCASAL","Producción propia; uso académico interno","","units/unit_07/assets/generated/diagrams/U07-DG-005/u07_dg_005_master.pptx","approved","Producción propia UCASAL.","PPT editable obligatorio; SVG/PNG de respaldo; render y validación de colisiones. Clasificaci?n: diagrama de proceso. Asset v01 editable validado en render individual y canvas 16:9; 0 problemas cr?ticos/mayores."
"U07-DG-006","07","U07-018","diagram","Condiciones de un umbral","Diagrama con formas y conectores editables.","Mostrar una relación o proceso sin depender de texto extenso.","","Equipo del curso","UCASAL","Producción propia; uso académico interno","","units/unit_07/assets/generated/diagrams/U07-DG-006/u07_dg_006_master.pptx","approved","Producción propia UCASAL.","PPT editable obligatorio; SVG/PNG de respaldo; render y validación de colisiones. Clasificaci?n: diagrama conceptual. Asset v01 editable validado en render individual y canvas 16:9; 0 problemas cr?ticos/mayores."
"U07-DG-007","07","U07-021","diagram","Campo libre","Diagrama con formas y conectores editables.","Mostrar una relación o proceso sin depender de texto extenso.","","Equipo del curso","UCASAL","Producción propia; uso académico interno","","units/unit_07/assets/generated/diagrams/U07-DG-007/u07_dg_007_master.pptx","approved","Producción propia UCASAL.","PPT editable obligatorio; SVG/PNG de respaldo; render y validación de colisiones. Clasificaci?n: esquema mixto. Asset v01 editable validado en render individual y canvas 16:9; 0 problemas cr?ticos/mayores."
