x_m,y_250Hz,y_500Hz
0.0,1.0,1.0
0.002266666666666667,0.9999451693655121,0.9997806834748455
0.004533333333333334,0.9997806834748455,0.9991228300988584
0.0068000000000000005,0.9995065603657316,0.9980267284282716
0.009066666666666667,0.9991228300988584,0.9964928592495044
0.011333333333333334,0.9986295347545738,0.9945218953682733
0.013600000000000001,0.9980267284282716,0.9921147013144779
0.015866666666666668,0.9973144772244581,0.9892723329629883
0.018133333333333335,0.9964928592495044,0.985996037070505
0.0204,0.99556196460308,0.9822872507286887
0.02266666666666667,0.9945218953682733,0.9781476007338057
0.024933333333333335,0.9933727656003964,0.9735789028731603
0.027200000000000002,0.9921147013144779,0.9685831611286311
0.02946666666666667,0.9907478404714436,0.9631625667976582
0.031733333333333336,0.9892723329629883,0.9573194975320672
0.034,0.9876883405951378,0.9510565162951535
0.03626666666666667,0.985996037070505,0.944376370237481
0.038533333333333336,0.9841956079692419,0.9372819894918916
0.0408,0.9822872507286887,0.9297764858882515
0.04306666666666667,0.9802711746217219,0.9218631515885005
0.04533333333333334,0.9781476007338057,0.9135454576426009
0.0476,0.9759167619387474,0.9048270524660196
0.04986666666666667,0.9735789028731603,0.8957117602394129
0.05213333333333334,0.9711342799096361,0.8862035792312147
0.054400000000000004,0.9685831611286311,0.8763066800438636
0.05666666666666667,0.9659258262890683,0.8660254037844387
0.05893333333333334,0.9631625667976582,0.8553642601605067
0.061200000000000004,0.9602936856769431,0.8443279255020151
0.06346666666666667,0.9573194975320672,0.8329212407100994
0.06573333333333334,0.9542403285162769,0.821149209133704
0.068,0.9510565162951535,0.8090169943749475
0.07026666666666667,0.9477684100095857,0.7965299180241963
0.07253333333333334,0.944376370237481,0.7836934573258397
0.0748,0.9408807689542255,0.7705132427757893
0.07706666666666667,0.9372819894918916,0.7569950556517564
0.07933333333333334,0.9335804264972017,0.7431448254773942
0.0816,0.9297764858882515,0.7289686274214116
0.08386666666666667,0.9258705848099947,0.7144726796328034
0.08613333333333334,0.9218631515885005,0.6996633405133654
0.0884,0.9177546256839811,0.6845471059286887
0.09066666666666667,0.9135454576426009,0.6691306063588582
0.09293333333333334,0.9092361090470685,0.6534206039901055
0.0952,0.9048270524660196,0.6374239897486899
0.09746666666666667,0.9003187714021935,0.6211477802783103
0.09973333333333334,0.8957117602394129,0.6045991148623749
0.10200000000000001,0.8910065241883679,0.5877852522924732
0.10426666666666667,0.8862035792312147,0.5707135676844317
0.10653333333333334,0.8813034520649923,0.5533915492433441
0.10880000000000001,0.8763066800438636,0.5358267949789965
0.11106666666666667,0.8712138111201895,0.5180270093731303
0.11333333333333334,0.8660254037844387,0.5000000000000001
0.11560000000000001,0.8607420270039436,0.4817536741017153
0.11786666666666668,0.8553642601605067,0.4632960351198618
0.12013333333333334,0.849892692986864,0.4446351791849275
0.12240000000000001,0.8443279255020151,0.42577929156507266
0.12466666666666668,0.838670567945424,0.4067366430758004
0.12693333333333334,0.8329212407100994,0.38751558645210293
0.1292,0.8270805742745618,0.3681245526846781
0.13146666666666668,0.821149209133704,0.3485720473218153
0.13373333333333334,0.8151277957285542,0.3288666467385833
0.136,0.8090169943749475,0.30901699437494745
0.13826666666666668,0.8028174751911146,0.2890317969444716
0.14053333333333334,0.7965299180241963,0.2689198206152657
0.1428,0.7901550123756904,0.24868988716485496
0.14506666666666668,0.7836934573258397,0.2283508701106557
0.14733333333333334,0.7771459614569709,0.20791169081775945
0.1496,0.7705132427757893,0.18738131458572474
0.15186666666666668,0.7637960286346422,0.16676874671610234
0.15413333333333334,0.7569950556517564,0.14608302856241165
0.1564,0.7501110696304596,0.12533323356430426
0.15866666666666668,0.7431448254773942,0.10452846326765346
